earnings_date,revr,ievr,ratio,vol_st,vol_mt,avg_pre,avg_post,normative_implied_vol,normative_realized_vol,skew_ratio,spx_ievr,underlying_price,methodology,ticker,beta_market,beta_smb,beta_hml
2008-10-21,1.3182546938192634,,,0.8334431313062706,0.6322322501212638,0.6098472000000001,,0.6098472000000001,0.26831501437813354,1.0955886670327812,,131.05,ST/MT Ratio (Expanding EWM),AAPL,1.2302090775856083,-0.7644334414679886,0.9460045865387235
2009-01-21,1.0099823145873439,,,0.4791583686924018,0.47442253371354837,0.5889223333333332,,0.5889223333333332,0.5234813076001069,1.1915562698489781,,85.74,ST/MT Ratio (Expanding EWM),AAPL,0.9112738078346054,-0.3189695601259295,1.2931867880687786
2009-04-22,1.0358167977383228,1.0912879280441883,1.0535530321838622,0.2744684781502665,0.26497782112586005,0.45564075000000004,0.49723525,0.45564075000000004,0.3029699789350012,1.265474188403213,,107.66,ST/MT Ratio (Expanding EWM),AAPL,0.8628846251899874,-0.7162640623014188,0.829682318411141
2009-07-21,1.0928532214844613,,,0.2700876119648957,0.2471398781238217,0.38758183333333335,,0.38758183333333335,0.25510099483592347,1.1790889301773326,,137.37,ST/MT Ratio (Expanding EWM),AAPL,0.8007083136035518,0.6619403932649369,0.6873462103988534
2009-10-19,1.4964318136700965,,,0.3514038357126654,0.2348278301106314,0.3331361428571428,,0.3331361428571428,0.16256104761563783,1.1097289555203624,,185.02,ST/MT Ratio (Expanding EWM),AAPL,1.0895251431929007,1.0736675295384466,1.0465919443038783
2010-01-25,1.2458546721343275,1.2052615332175693,0.9674174365399968,0.2964463211617468,0.23794614877021875,0.2922038,0.352182,0.2922038,0.22790462219213695,1.0791778653969466,,209.04,ST/MT Ratio (Expanding EWM),AAPL,1.1581498715370053,0.3217345382345114,1.5243333327961954
2010-04-20,1.4187610079000919,,,0.33165428450432705,0.23376332071263262,0.2615695,,0.2615695,0.17660937451568656,1.1541823214601363,,224.75,ST/MT Ratio (Expanding EWM),AAPL,1.4376863685697516,0.7878042294295122,1.769642622644049
2010-07-20,1.0492255533632713,,,0.2522037421604042,0.24037133040838568,0.35866539999999997,,0.35866539999999997,0.23467632518632445,1.1910721675140565,,270.17,ST/MT Ratio (Expanding EWM),AAPL,1.1018399627323858,1.9853733948200303,2.076845990512946
2010-10-18,1.1601714255399191,,,0.21384187247632724,0.1843192029805507,0.276997,,0.276997,0.16327671354160206,1.1557733590486825,,275.37,ST/MT Ratio (Expanding EWM),AAPL,0.8681122114773311,0.8658335688400726,0.9036316837735613
2011-01-18,1.2885014153893182,,,0.19919004189730202,0.15459047193760136,,0.23799442857142858,,0.13710213430582227,1.1898158820740559,,322.21,ST/MT Ratio (Expanding EWM),AAPL,1.0360682237566174,0.9949348595062534,0.20061680784092942
2011-04-20,1.1868304189582852,,,0.22245506411209406,0.18743626769134314,0.2874302307692308,,0.2874302307692308,0.1733031700643393,1.4645648139103253,,339.3,ST/MT Ratio (Expanding EWM),AAPL,1.2502141314991124,0.7950284002677958,0.3697137246571466
2011-07-19,1.1426298765323482,,,0.22912866310117988,0.20052745670937583,0.29587630769230766,,0.29587630769230766,0.15724223580094582,1.377309689352841,,315.32,ST/MT Ratio (Expanding EWM),AAPL,0.8250574306583899,1.044752060514044,-0.8354719527329455
2011-10-18,1.2071978971157036,,,0.33968482802194067,0.28138288579986126,,0.3055426875,,0.17788492443031526,1.2043446170362666,,411.63,ST/MT Ratio (Expanding EWM),AAPL,0.7979030592965718,2.249201304420343,0.6630682971993219
2012-01-24,1.3219041001189507,1.120962743000036,0.8479909721886534,0.3048720591058024,0.23063099590837843,0.259934375,0.29137674999999996,0.259934375,0.20941438196278897,1.1190554918016844,,403.33,ST/MT Ratio (Expanding EWM),AAPL,0.6094510218286434,1.3398619483270742,0.19873882238024035
2012-04-24,1.411985391001945,1.1569655480666796,0.8193891774232145,0.4909794644286706,0.3477227650919755,0.27593395833333334,0.3192460833333333,0.27593395833333334,0.21006139100391724,1.1317832785876323,,606.98,ST/MT Ratio (Expanding EWM),AAPL,0.8666294190424905,-0.370796695156447,-0.830713389701793
2012-07-24,1.104176942672254,1.25178681340812,1.1336831671005831,0.24674203089637625,0.2234624011430885,0.2530251304347826,0.31673352173913044,0.2530251304347826,0.23977419324710825,1.2078739499310402,,570.765,ST/MT Ratio (Expanding EWM),AAPL,1.2850267319795852,2.37983547804589,-2.519635396987737
2012-10-25,1.0873658781573445,1.089962750379572,1.0023882230207812,0.24333590192831187,0.22378475066798129,0.2779446666666667,0.30294933333333335,0.2779446666666667,0.18149535123068491,1.38678294652071,,673.54,ST/MT Ratio (Expanding EWM),AAPL,0.7896752126677367,0.40399177634808314,0.4997827639338528
2013-01-23,1.493933023452722,1.1519528666956098,0.7710873570712424,0.6904631866825486,0.46217814041407024,0.3511138406194625,0.40446659523809525,0.3511138406194625,0.29917548216027934,1.172160099344537,,520.168,ST/MT Ratio (Expanding EWM),AAPL,1.8219970704960995,2.5811673468904432,-1.111520694916523
2013-04-23,0.9227222576388019,1.277352431437945,1.3843303560343534,0.25918440020980854,0.28089102442705555,0.24569080723219833,0.31383374999999997,0.24569080723219833,0.3284665401559854,1.0654309234882389,,463.58,ST/MT Ratio (Expanding EWM),AAPL,0.825809724972352,-0.4822071899013875,1.201746974530934
2013-07-23,1.2591561942687235,1.1209671561456027,0.890252663845746,0.3211485674442306,0.2550506195387008,0.28179853844796265,0.31588690625,0.28179853844796265,0.21435841777818848,1.302569995329725,,402.54,ST/MT Ratio (Expanding EWM),AAPL,0.3918646151921436,0.3337933574620788,0.5492255621133756
2013-10-28,0.9712771784322246,1.0779962415983273,1.1098749826886307,0.25584891382354646,0.2634149339702616,0.28391031266140443,0.30605424999999997,0.28391031266140443,0.3194715568945633,0.9406590124978556,,482.75,ST/MT Ratio (Expanding EWM),AAPL,0.35315306561066545,1.2174783742090658,-2.4042018972565895
2014-01-27,1.4663470847804083,1.1941760830030994,0.8143884182658789,0.4640666335644972,0.31647802787018403,0.2529379741110447,0.3020524791666667,0.2529379741110447,0.2128948135188592,0.9684688803392955,,560.09,ST/MT Ratio (Expanding EWM),AAPL,0.4150350145690215,1.0296388169995279,-0.5078388978930308
2014-04-23,1.4568099784142132,1.3599630610950464,0.9335212424721391,0.4332306202986361,0.2973830676051672,0.16711745267330907,0.22727356249999997,0.16711745267330907,0.2130346445771562,0.9090122808678365,,539.19,ST/MT Ratio (Expanding EWM),AAPL,0.22683937388595735,-0.2310929469845301,-0.03552283670535704
2014-07-22,0.36511006048665123,1.4676184365941085,4.019660358407917,0.5407731412532897,1.4811236385338138,0.17288574660812234,0.2537303091464177,0.17288574660812234,2.2636403695773835,1.202822361114136,,90.83,ST/MT Ratio (Expanding EWM),AAPL,0.724891933817803,0.14631471706799062,-1.4821532415037582
2014-10-20,0.8857997353626814,1.19250786735278,1.3462499702198716,0.15660693435727177,0.1767972241413582,0.2112996541979691,0.2519765,0.2112996541979691,0.17224544691506813,1.245027693856999,,100.96,ST/MT Ratio (Expanding EWM),AAPL,0.9432191899703151,0.5262065041965218,-1.2467039832379045
2015-01-27,1.4717261464817484,1.2746676870619917,0.8661038537021055,0.40043879433005014,0.27208784411918185,0.23226853791391458,0.29606520000000003,0.23226853791391458,0.15023498684402226,1.1454505069214638,,113.91,ST/MT Ratio (Expanding EWM),AAPL,1.2873687788655337,0.7509458724683632,-0.7683302004067891
2015-04-27,1.0534004204554526,1.1930114874814832,1.1325337111273108,0.2006638863083888,0.19049155706775675,0.2742186136313791,0.32714595614348174,0.2742186136313791,0.22097097826448114,1.2527915311072786,,123.25,ST/MT Ratio (Expanding EWM),AAPL,0.6698213039953552,-0.3377372787223962,-0.847998846268925
2015-07-21,1.4355584900801706,1.3775306181257492,0.9595781904008797,0.2503290574178769,0.17437746991688022,0.15666693513762558,0.21581350000000002,0.15666693513762558,0.10953659705468898,1.4365034219180517,,127.61,ST/MT Ratio (Expanding EWM),AAPL,1.5807402702481972,-0.09978875657889484,-1.7611180038761787
2015-10-27,1.103164177365196,1.0999096425100356,0.9970498182211343,0.25723681004920895,0.23318089485428625,0.3572541187140422,0.39294725,0.3572541187140422,0.21454330559869805,1.7898572596152218,,112.44,ST/MT Ratio (Expanding EWM),AAPL,1.302226910017918,-1.5835444052235645,-0.06752503142357681
2016-01-26,1.361157400863322,1.2514753029605852,0.9194199746236766,0.34018827523549816,0.24992574335615542,0.23727086287483212,0.296938625,0.23727086287483212,0.18307084107923627,1.430972429288369,,106.82,ST/MT Ratio (Expanding EWM),AAPL,1.1523247991253052,0.0744367730135856,0.2584758766712662
2016-04-26,1.287430853923147,1.3038312751298842,1.0127388753786355,0.3145381736757684,0.2443146152022738,0.20007477575962693,0.26086375,0.20007477575962693,0.1782888286133402,1.5381606635652478,,105.19,ST/MT Ratio (Expanding EWM),AAPL,1.121072849658905,0.2449536648427514,-0.3773765483947856
2016-07-26,1.4696890814658576,1.1445987186958573,0.7788033082168934,0.35036442196967177,0.23839356663126376,0.2427556947289311,0.2778578571428572,0.2427556947289311,0.18315376830511537,1.4194278531347304,,92.04,ST/MT Ratio (Expanding EWM),AAPL,0.7819486647494197,0.5141703316877231,-0.4658533594424348
2016-10-25,0.8487259261174832,1.3457847013878639,1.585652870938193,0.14601943962148278,0.17204545675828728,0.1945410731226202,0.2618104,0.1945410731226202,0.22108468245909743,1.3455206012590943,,112.88,ST/MT Ratio (Expanding EWM),AAPL,0.8254053597013749,1.615216034956332,-1.3853856706253915
2017-01-31,1.517407714253013,1.2599252253108482,0.8303142349128508,0.3033356480743661,0.19990385261992138,0.18017875904805242,0.22701176358984645,0.18017875904805242,0.13104645996499018,1.1509683000126771,,115.82,ST/MT Ratio (Expanding EWM),AAPL,0.6154528044425935,-0.13798816341017686,-0.893392249211109
2017-05-02,1.0681681286063887,1.440934125651202,1.3489768951739383,0.11577267739414623,0.10838432105738996,0.14463159220189095,0.20840459685097296,0.14463159220189095,0.1201406258590828,1.5484554242517574,,143.7,ST/MT Ratio (Expanding EWM),AAPL,0.9267376226285644,0.16349364246869616,0.553483783057561
2017-08-01,1.3735689099137587,1.2380662693531435,0.9013499507868717,0.2585007922075293,0.18819644965883772,0.1978696468143765,0.24497573544969922,0.1978696468143765,0.16136391678148085,1.3236633117612233,,143.5,ST/MT Ratio (Expanding EWM),AAPL,1.5637559423017153,0.9839191418930846,-0.8657869242005118
2017-11-02,1.0899484571802425,1.392292433504015,1.2773929118684688,0.19590241908470704,0.17973548913635562,0.18028750889539286,0.2510129344903433,0.18028750889539286,0.1509785352351537,1.1049488902043199,,154.48,ST/MT Ratio (Expanding EWM),AAPL,1.438221029098421,0.08084039290394933,-0.4874356101752368
2018-02-01,1.3729511844717333,1.484598805673966,1.0813194398060053,0.2381338467333295,0.1734466960126886,0.16283587176726733,0.24174594074656416,0.16283587176726733,0.1527608296122721,1.36605396621981,,172.26,ST/MT Ratio (Expanding EWM),AAPL,1.4507694145947287,0.2587504112894381,-1.0401318052179447
2018-05-01,1.3706374823143677,1.0734771834044396,0.7831955548098956,0.332781303026413,0.2427930852033176,0.3139921420165426,0.33706340022304493,0.3139921420165426,0.16137854920520278,1.4893131512892674,,166.68,ST/MT Ratio (Expanding EWM),AAPL,1.1282497279159887,-2.0851398585819356,-0.9262275730136461
2018-07-31,1.4870496847051238,1.3414833063120812,0.902110615475563,0.319870744934784,0.21510427541512384,0.1850423866914095,0.24823127270667067,0.1850423866914095,0.14903683303664872,1.4101144449264538,,187.18,ST/MT Ratio (Expanding EWM),AAPL,0.8507420746373917,0.40708439074422453,-0.5172795682658942
2018-11-01,1.3915131093353572,1.2412437510021017,0.8920101022943073,0.3676785965864795,0.264229344387634,0.20427971913167425,0.25356092482865517,0.20427971913167425,0.18640909311316953,1.2966641671803047,,229.28,ST/MT Ratio (Expanding EWM),AAPL,1.0801190067162207,-0.09809427637270365,-0.8347429453897331
2019-01-29,1.09860927149457,1.0862749659927275,0.9887728004652075,0.3197580888165301,0.2910571548167665,0.37117873052730194,0.4032021628807687,0.37117873052730194,0.23396111781920217,1.3657780642137334,,157.74,ST/MT Ratio (Expanding EWM),AAPL,1.4897907852516405,0.1433944942113259,-2.0684275002120684
2019-04-30,1.3935737598755484,1.2897079538100436,0.9254680239711313,0.3179008829496369,0.22811916534509571,0.2097243003624932,0.2704830982847541,0.2097243003624932,0.1957607576458341,1.401369962176738,,191.24,ST/MT Ratio (Expanding EWM),AAPL,1.4775647861412196,0.8053231897442176,-1.220716849007508
2019-07-30,1.1934010399540627,1.241758801718878,1.0405209649948661,0.22106342887023767,0.18523817348001223,0.21582366662917907,0.268000937656024,0.21582366662917907,0.19283728135068723,1.266515717634634,,201.55,ST/MT Ratio (Expanding EWM),AAPL,1.458389788417316,0.622501495675026,-0.8983201105062616
2019-10-30,1.1865166202801318,1.1900844604660674,1.0030069871124883,0.19742424997522515,0.16638978890039827,0.23713082864261886,0.28220571426502256,0.23713082864261886,0.16352047872210848,1.489191349713901,,223.97,ST/MT Ratio (Expanding EWM),AAPL,1.507123945039635,1.2554759916999358,0.2998010393736197
2020-01-28,1.4164333108651157,1.1425377030686803,0.8066300716769023,0.2388831991604444,0.16865121522349794,0.2490706645703523,0.284572625,0.2490706645703523,0.13385506870581093,1.0987793887708863,,291.52,ST/MT Ratio (Expanding EWM),AAPL,1.5150807539603497,0.08970570276054812,0.3972860317679082
2020-04-30,0.959818576896785,1.0013477879266288,1.0432677716700516,0.2271054787342016,0.2366129226926013,0.5428377499999999,0.5435693801655682,0.5428377499999999,0.23210181470206478,1.5208892692724474,,254.29,ST/MT Ratio (Expanding EWM),AAPL,1.0931120792406712,-1.0371815810408713,1.494965987752037
2020-07-30,1.5124314524612852,1.1740540083266453,0.7762692361468848,0.498776107725439,0.3297842734715321,0.2926328751176264,0.34356679999999995,0.2926328751176264,0.1919088616155213,1.2706583623807137,,364.8,ST/MT Ratio (Expanding EWM),AAPL,0.7580642834949698,0.9310111097197156,0.16489674514531158
2020-10-29,0.3426242479254058,1.091195103326757,3.1848157564269237,0.3726863952067053,1.0877408632439947,0.4422759949422933,0.4826094,0.4422759949422933,1.6700570296182358,1.2018084020687172,,114.09,ST/MT Ratio (Expanding EWM),AAPL,1.9446284030330143,-1.3325027271709196,-1.1069181976227953
2021-01-27,1.1908571943148742,1.156970554536231,0.9715443296304399,0.3516514225384011,0.2952926885080572,0.3463080067990785,0.4006681666666667,0.3463080067990785,0.26057090607532524,1.0114922180423398,,136.69,ST/MT Ratio (Expanding EWM),AAPL,1.4212623806129436,-0.16732656058139161,-0.45434559106494
2021-04-28,0.6636359323781901,1.1645719386028945,1.754835568396006,0.1283388701036343,0.19338746418344488,0.2868763095913135,0.3340881000000001,0.2868763095913135,0.2400807909399397,1.3737950519135453,,121.39,ST/MT Ratio (Expanding EWM),AAPL,1.3474248227691625,0.5689642020831877,-0.8628198549351125
2021-07-27,0.980066512081104,1.3052841723874467,1.331832234136605,0.1472680586986762,0.15026333099165137,0.1812281225837034,0.23655420000000005,0.1812281225837034,0.1429607590437412,1.34147079793357,,134.78,ST/MT Ratio (Expanding EWM),AAPL,1.332874558452163,0.47217261030988594,-0.39186398088510155
2021-10-28,1.1269801858057047,1.103914399334333,0.9795331038097344,0.14587316640623837,0.12943720594515173,0.26689823067591595,0.29463280000000003,0.26689823067591595,0.1420408694198396,1.6316916818195828,,141.91,ST/MT Ratio (Expanding EWM),AAPL,1.2219712977132555,0.003081859716752272,-0.30612135257464806
2022-01-27,1.2208779162743641,1.1142600851634514,0.9126711772817808,0.24703238962248114,0.20233996071968127,0.2703527994446142,0.3012433333333333,0.2703527994446142,0.20261648053162457,1.1492695743907115,,179.29,ST/MT Ratio (Expanding EWM),AAPL,0.9694072922239074,0.5727760468184562,-0.5114982914579099
2022-04-28,0.9461248898096785,1.1544536711334845,1.2201916296332858,0.13911363621247963,0.1470351723232475,0.2264664286989566,0.261445,0.2264664286989566,0.15812891388140307,1.3443450089929698,,178.96,ST/MT Ratio (Expanding EWM),AAPL,1.1408439864458624,0.8150401350208648,-0.9222220929492817
2022-07-28,0.9156262263000667,1.1187303946203777,1.2218199550061273,0.14925366889792496,0.1630072016406091,0.33619650615430696,0.37611325000000007,0.33619650615430696,0.1731794577276406,1.3444082477631085,,137.44,ST/MT Ratio (Expanding EWM),AAPL,1.2414412887625383,0.645403562783149,-0.9424701219130719
2022-10-27,1.3904284439299965,1.0127562419764686,0.7283771030416705,0.3177172188379719,0.22850310652445766,0.40961041048773783,0.4148355,0.40961041048773783,0.1643853307129339,1.4525534846658592,,151.76,ST/MT Ratio (Expanding EWM),AAPL,1.2008321543809046,0.5787957461310946,-0.8763168453678953
2023-02-02,1.1037049950868782,1.0073507061002207,0.9126992362854415,0.2255638507155496,0.20436969273460098,0.41200153947292445,0.4150300417024284,0.41200153947292445,0.21150669713875497,1.2018863018555725,,125.07,ST/MT Ratio (Expanding EWM),AAPL,1.4840685268860885,2.290509509341163,-1.837975470654839
2023-05-04,1.1665351275254687,1.204897060850289,1.0328853648892649,0.16129973442227966,0.13827250514473516,0.23272413710803086,0.280408628790386,0.23272413710803086,0.12202868474000236,1.427676926009871,,165.63,ST/MT Ratio (Expanding EWM),AAPL,1.014552598319059,0.559379581641903,-0.38643413793928283
2023-08-03,1.470535275862794,1.2702510813129282,0.8638018428817663,0.2567065179116162,0.174566718748723,0.1648308351318065,0.2093765465598902,0.1648308351318065,0.11139747991542553,1.2612448795277877,,192.46,ST/MT Ratio (Expanding EWM),AAPL,1.1078668817822395,-0.1476151670254284,-0.44430260343363365
2005-01-27,0.6280972162516837,1.0941024784098072,1.7419317425718241,0.08852771833543156,0.14094588551711998,0.1579884,0.1728555,0.1579884,0.18599413644211107,1.0734526998449174,,26.95,ST/MT Ratio (Expanding EWM),MSFT,0.7346195466222334,0.35565822075573195,-1.3367284881542352
2005-04-28,1.3363367307716438,0.8919912319244838,0.667489870917055,0.1614437238983333,0.12081066110119602,0.202553,0.1806755,0.202553,0.0880003746590799,1.002156130376228,,23.92,ST/MT Ratio (Expanding EWM),MSFT,0.5785672802388454,-0.1046689021918644,-0.8302454202183684
2005-07-21,1.4146422034370603,0.8376843480737336,0.5921528044607101,0.2221189820059494,0.15701424817263473,0.179077,0.15000999999999998,0.179077,0.10964489503506895,1.2636415970004025,,25.15,ST/MT Ratio (Expanding EWM),MSFT,0.748195816429547,0.4014373260619008,-1.544712482725029
2005-10-27,0.9034386711240461,,,0.11205685346493036,0.12403371368364247,,0.190266,,0.1330707818641199,1.2715723838522168,,25.34,ST/MT Ratio (Expanding EWM),MSFT,0.7373504604412452,0.44761281517811724,-1.3578234898079047
2006-01-26,1.4155795700129825,1.121218120624179,0.7920558790021928,0.21316962814756907,0.15058823443292138,0.15279275,0.17131400000000002,0.15279275,0.10689175085374529,0.8117441967960768,,26.46,ST/MT Ratio (Expanding EWM),MSFT,0.6260799025623504,0.43321008398489574,0.5980730758648761
2006-04-27,1.6508748773982211,1.0124706222534539,0.6132933731774437,0.5684015937656791,0.3443032549271572,0.1487095,0.150564,0.1487095,0.13892670669163515,1.339236244782113,,26.9,ST/MT Ratio (Expanding EWM),MSFT,0.933154878444616,0.3013697315303618,-2.160631611025353
2006-07-20,1.1716754877795006,,,0.30090465201163696,0.25681569269823684,,0.211616,,0.26925495208568273,1.2328127444648151,,22.56,ST/MT Ratio (Expanding EWM),MSFT,0.45426524799244217,-0.0551804212671961,-3.5920979601402223
2006-10-26,0.743881531076265,1.106841752504586,1.487927453855699,0.09480831264875729,0.12745082205709077,0.170088,0.1882605,0.170088,0.16700106391107292,1.3546529914529915,,27.2,ST/MT Ratio (Expanding EWM),MSFT,0.5608371343650894,-0.02284229881764842,-0.9517503272176173
2007-01-25,1.0001702414418943,1.041784859647236,1.0416075348786105,0.11903383224299638,0.11901357120103014,0.1983573333333333,0.20664566666666664,0.1983573333333333,0.10488265762901074,1.341216530308665,,29.99,ST/MT Ratio (Expanding EWM),MSFT,0.5663745568742297,0.21415118162080826,-0.34093323750726956
2007-04-26,1.1992955222515043,1.0283517822460961,0.8574632049951408,0.18829051688595197,0.15700093379191785,0.20955766666666667,0.215499,0.20955766666666667,0.1433618724182246,1.2247139243838914,,27.72,ST/MT Ratio (Expanding EWM),MSFT,1.1315480205771216,0.4232629315464484,-0.9199561285893575
2007-07-19,1.1400433835480979,,,0.14298890707234585,0.12542409274577682,,0.17172883333333333,,0.11182250948967856,1.1500722493635174,,30.46,ST/MT Ratio (Expanding EWM),MSFT,0.8983780014933129,-0.09402115115927798,-0.6165846631069805
2007-10-25,1.5198064321927776,1.1240917052774324,0.7396282062417595,0.43476272980441316,0.28606454124367486,0.23597333333333334,0.26525566666666667,0.23597333333333334,0.14168144214969247,1.0046081247435372,,29.5599,ST/MT Ratio (Expanding EWM),MSFT,0.7623837339540225,-0.4375861032750575,-0.5501246248879769
2008-01-24,1.184645654536593,1.2439807863434957,1.050086818433579,0.2838575497874478,0.23961388681958787,0.21744950000000002,0.270503,0.21744950000000002,0.23012114245290333,0.9994818189274025,,36.58,ST/MT Ratio (Expanding EWM),MSFT,0.9924184114995042,0.7320248292160415,-0.0009458330987291003
2008-04-24,1.4328647948465703,1.1810010180468755,0.8242236268868173,0.42079797636919847,0.29367598246717835,0.28510475,0.336709,0.28510475,0.24215678695505877,1.1551228578910726,,29.14,ST/MT Ratio (Expanding EWM),MSFT,0.7082439560734013,0.10430333398862375,0.6442959123942622
2008-07-17,1.3663469831920068,,,0.40493321136303156,0.2963619171003271,,0.311658,,0.22404386114988825,1.1530659889673758,,28.8,ST/MT Ratio (Expanding EWM),MSFT,1.2976848562577454,0.6956250828309775,-2.5880020031223183
2008-10-23,1.030431996510267,1.0375045671479604,1.0068636947044014,0.3977580626285884,0.3860109778963227,0.42258320000000005,0.43843200000000004,0.42258320000000005,0.3434258233151985,1.3252058150885897,,25.44,ST/MT Ratio (Expanding EWM),MSFT,0.553511824026024,-0.1726037300170032,0.2782411182842397
2009-01-22,1.3453471819113798,1.2043734311955059,0.8952138506615164,0.5256134249048627,0.3906898025817441,0.4643265,0.5592225000000001,0.4643265,0.3144554295236953,1.1057729932589866,,19.28,ST/MT Ratio (Expanding EWM),MSFT,0.9612075992244958,-0.865150026092521,1.088946198336914
2009-04-23,1.2894145984580234,1.1861294898381776,0.919897673918566,0.5462948187226851,0.4236766198986614,0.435437,0.5164846666666666,0.435437,0.3335652372736131,1.139732733775804,,17.93,ST/MT Ratio (Expanding EWM),MSFT,0.8816497605335379,-0.20593998179965223,0.7777096133433288
2009-07-23,1.3916941828003782,1.111833240509513,0.7989062929560238,0.4645542803322196,0.3338048589076084,0.333966,0.3713145,0.333966,0.28795330615053083,1.1806662661889986,,23.34,ST/MT Ratio (Expanding EWM),MSFT,0.6761980446911058,0.7821665832879686,0.24199984042646114
2009-10-23,1.3388083094607894,1.193741507547643,0.8916448300417461,0.36417967350796676,0.2720177869635733,0.24231075000000002,0.2892564,0.24231075000000002,0.18242890792553396,1.1337460084232274,,25.71,ST/MT Ratio (Expanding EWM),MSFT,0.7951311056986228,0.5669608230107077,0.5267629817178668
2010-01-28,0.9862953339507631,1.1398302222674657,1.1556682699711192,0.16308318932790677,0.16534924551924127,0.2082566,0.23737716666666667,0.2082566,0.16831365320131092,1.1609787479675513,,31.39,ST/MT Ratio (Expanding EWM),MSFT,0.6939114932596531,-0.055908268056438205,0.6889171885586627
2010-04-22,1.212003310286699,1.1404301133842067,0.9409463684669627,0.16399915061656067,0.13531246096825159,0.2080536666666667,0.23727066666666666,0.2080536666666667,0.1099882073017256,1.216342239306205,,29.88,ST/MT Ratio (Expanding EWM),MSFT,0.989201117499696,-0.23398355031108237,1.3041899204312686
