year,quarter,quarter_start_date,quarter_end_date,permno,ticker,cusip,comnam,dollar_vol
2013,3,2013-07-01,2013-09-30,52038,SYY,87182910,SYSCO CORP,20037023.65
2013,3,2013-07-01,2013-09-30,91899,FIRE,83616T10,SOURCEFIRE INC,20022365.49
2013,3,2013-07-01,2013-09-30,15720,EIX,28102010,EDISON INTERNATIONAL,20019311.35
2013,3,2013-07-01,2013-09-30,25953,DOV,26000310,DOVER CORP,19966109.6
2013,3,2013-07-01,2013-09-30,75489,SPLS,85503010,STAPLES INC,19886440.32
2013,3,2013-07-01,2013-09-30,34032,MAS,57459910,MASCO CORP,19808879.4
2013,3,2013-07-01,2013-09-30,11618,FAST,31190010,FASTENAL CO,19777084.01
2013,3,2013-07-01,2013-09-30,92296,ATHN,04685W10,ATHENAHEALTH INC,19764212.75
2013,3,2013-07-01,2013-09-30,60506,PCAR,69371810,PACCAR INC,19759435.58
2013,3,2013-07-01,2013-09-30,77606,KSS,50025510,KOHLS CORP,19729540.08
2013,3,2013-07-01,2013-09-30,79103,ORLY,67103H10,O REILLY AUTOMOTIVE INC NEW,19686760.1
2013,3,2013-07-01,2013-09-30,82196,DNR,24791620,DENBURY RESOURCES INC,19671767.5
2013,3,2013-07-01,2013-09-30,73139,SYK,86366710,STRYKER CORP,19562091.64
2013,3,2013-07-01,2013-09-30,11404,ED,20911510,CONSOLIDATED EDISON INC,19548904.1
2013,3,2013-07-01,2013-09-30,27983,XRX,98421M10,XEROX CORP,19484360.9
2013,3,2013-07-01,2013-09-30,89105,JOY,48116510,JOY GLOBAL INC,19456519.5
2013,3,2013-07-01,2013-09-30,88853,FLR,34341210,FLUOR CORP NEW,19383590.4
2013,3,2013-07-01,2013-09-30,46578,CLX,18905410,CLOROX CO,19374829.24
2013,3,2013-07-01,2013-09-30,89004,FTI,30249U10,F M C TECHNOLOGIES INC,19225949.6
2013,3,2013-07-01,2013-09-30,70092,KBH,48666K10,K B HOME,19180153.0
2013,3,2013-07-01,2013-09-30,25778,CA,12673P10,C A INC,19177392.9
2013,3,2013-07-01,2013-09-30,84597,AMTD,87236Y10,T D AMERITRADE HOLDING CORP,19055906.73
2013,3,2013-07-01,2013-09-30,45911,SWKS,83088M10,SKYWORKS SOLUTIONS INC,19018054.275
2013,3,2013-07-01,2013-09-30,82513,PCYC,71693310,PHARMACYCLICS INC,19017419.58
2013,3,2013-07-01,2013-09-30,87657,EW,28176E10,EDWARDS LIFESCIENCES CORP,18975230.92
2013,3,2013-07-01,2013-09-30,77496,MHK,60819010,MOHAWK INDUSTRIES INC,18923931.62
2013,3,2013-07-01,2013-09-30,75182,PII,73106810,POLARIS INDUSTRIES INC,18886058.1
2013,3,2013-07-01,2013-09-30,86580,NVDA,67066G10,NVIDIA CORP,18855184.655
2013,3,2013-07-01,2013-09-30,70500,CCE,19122T10,COCA COLA ENTERPRISES INC NEW,18844704.6
2013,3,2013-07-01,2013-09-30,41355,PH,70109410,PARKER HANNIFIN CORP,18790763.2
2013,3,2013-07-01,2013-09-30,26825,K,48783610,KELLOGG CO,18737971.2
2013,3,2013-07-01,2013-09-30,76605,AZO,05333210,AUTOZONE INC,18682459.42352
2013,3,2013-07-01,2013-09-30,39642,BDX,07588710,BECTON DICKINSON & CO,18625830.16
2013,3,2013-07-01,2013-09-30,92765,RAX,75008610,RACKSPACE HOSTING INC,18574561.25
2013,3,2013-07-01,2013-09-30,84381,ROK,77390310,ROCKWELL AUTOMATION INC,18564401.7
2013,3,2013-07-01,2013-09-30,89070,ZMH,98956P10,ZIMMER HOLDINGS INC,18553263.04
2013,3,2013-07-01,2013-09-30,91983,CLR,21201510,CONTINENTAL RESOURCES INC,18491012.8
2013,3,2013-07-01,2013-09-30,79545,BWA,09972410,BORGWARNER INC,18415127.1
2013,3,2013-07-01,2013-09-30,86136,SRE,81685110,SEMPRA ENERGY,18370227.42
2013,3,2013-07-01,2013-09-30,90805,DISCA,25470F10,DISCOVERY COMMUNICATIONS INC,18351544.0
2013,3,2013-07-01,2013-09-30,13711,SCTY,83416T10,SOLARCITY CORP,18346600.488
2013,3,2013-07-01,2013-09-30,93150,CIT,12558180,C I T GROUP INC NEW,18301474.86
2013,3,2013-07-01,2013-09-30,89901,WLL,96638750,WHITING PETROLEUM CORP NEW,18247659.1
2013,3,2013-07-01,2013-09-30,86799,CNX,12653C10,CONSOL ENERGY INC,18237479.11
2013,3,2013-07-01,2013-09-30,90071,NRG,62937750,N R G ENERGY INC,18181117.08
2013,3,2013-07-01,2013-09-30,12062,LH,50492210,LABORATORY CORP AMERICA HLDGS,18108857.34
2013,3,2013-07-01,2013-09-30,10299,LLTC,53567810,LINEAR TECHNOLOGY CORP,18069604.69
2013,3,2013-07-01,2013-09-30,90979,UA,90431110,UNDER ARMOUR INC,18021786.93
2013,3,2013-07-01,2013-09-30,25081,CMA,20034010,COMERICA INC,18000928.62
2013,3,2013-07-01,2013-09-30,92293,TDC,88076W10,TERADATA CORP DE,17997310.4
2013,3,2013-07-01,2013-09-30,10909,CERN,15678210,CERNER CORP,17994319.0
2013,3,2013-07-01,2013-09-30,34817,NUE,67034610,NUCOR CORP,17953462.3
2013,3,2013-07-01,2013-09-30,76095,HOLX,43644010,HOLOGIC INC,17907258.2
2013,3,2013-07-01,2013-09-30,16600,HSY,42786610,HERSHEY CO,17793437.72
2013,3,2013-07-01,2013-09-30,91556,ROST,77829610,ROSS STORES INC,17765392.7
2013,3,2013-07-01,2013-09-30,93152,CIE,19075F30,COBALT INTERNATIONAL ENERGY INC,17763031.55
2013,3,2013-07-01,2013-09-30,92239,CXO,20605P10,CONCHO RESOURCES INC,17759158.14
2013,3,2013-07-01,2013-09-30,16432,GT,38255010,GOODYEAR TIRE & RUBBER CO,17746532.0
2013,3,2013-07-01,2013-09-30,84723,LNG,16411R20,CHENIERE ENERGY INC,17739312.99
2013,3,2013-07-01,2013-09-30,89565,CMCSK,20030N20,COMCAST CORP NEW,17694300.765
2013,3,2013-07-01,2013-09-30,66325,SLM,78442P10,S L M CORP,17565844.8
2013,3,2013-07-01,2013-09-30,91152,TDG,89364110,TRANSDIGM GROUP INC,17449699.56
2013,3,2013-07-01,2013-09-30,13936,PVH,69365610,P V H CORP,17396278.68
2013,3,2013-07-01,2013-09-30,84007,OCN,67574660,OCWEN FINANCIAL CORP,17243249.62
2013,3,2013-07-01,2013-09-30,85593,AMG,00825210,AFFILIATED MANAGERS GROUP INC,17211342.50433
2013,3,2013-07-01,2013-09-30,91937,TMUS,87259010,T MOBILE U S INC,17184137.29
2013,3,2013-07-01,2013-09-30,12660,GNC,36191G10,G N C HOLDINGS INC,17142363.42
2013,3,2013-07-01,2013-09-30,88031,MNST,61174X10,MONSTER BEVERAGE CORP,17079517.62
2013,3,2013-07-01,2013-09-30,86946,RAI,76171310,REYNOLDS AMERICAN INC,17023593.14
2013,3,2013-07-01,2013-09-30,28345,MUR,62671710,MURPHY OIL CORP,16978148.92
2013,3,2013-07-01,2013-09-30,12448,FRC,33616C10,FIRST REPUBLIC BANK S F NEW,16941104.74
2013,3,2013-07-01,2013-09-30,75100,TIF,88654710,TIFFANY & CO NEW,16930620.87
2013,3,2013-07-01,2013-09-30,85631,ADSK,05276910,AUTODESK INC,16883507.3
2013,3,2013-07-01,2013-09-30,17478,MHFI,78409V10,MCGRAW HILL FINANCIAL INC,16817754.48
2013,3,2013-07-01,2013-09-30,87056,BMRN,09061G10,BIOMARIN PHARMACEUTICAL INC,16807707.0
2013,3,2013-07-01,2013-09-30,59248,TAP,60871R20,MOLSON COORS BREWING CO,16763792.44
2013,3,2013-07-01,2013-09-30,70033,HOG,41282210,HARLEY DAVIDSON INC,16691799.25
2013,3,2013-07-01,2013-09-30,58246,NTRS,66585910,NORTHERN TRUST CORP,16685773.28
2013,3,2013-07-01,2013-09-30,23579,TXT,88320310,TEXTRON INC,16627189.5
2013,3,2013-07-01,2013-09-30,52695,GWW,38480210,GRAINGER W W INC,16597132.59314
2013,3,2013-07-01,2013-09-30,58683,LUV,84474110,SOUTHWEST AIRLINES CO,16533128.82
2013,3,2013-07-01,2013-09-30,85913,MAR,57190320,MARRIOTT INTERNATIONAL INC NEW,16530019.51
2013,3,2013-07-01,2013-09-30,77730,TSN,90249410,TYSON FOODS INC,16493310.62
2013,3,2013-07-01,2013-09-30,82298,DO,25271C10,DIAMOND OFFSHORE DRILLING INC,16403228.88
2013,3,2013-07-01,2013-09-30,43350,SWK,85450210,STANLEY BLACK & DECKER INC,16390555.52
2013,3,2013-07-01,2013-09-30,78038,RDN,75023610,RADIAN GROUP INC,16321477.55
2013,3,2013-07-01,2013-09-30,90052,TRW,87264S10,T R W AUTOMOTIVE HOLDINGS CORP,16214925.73
2013,3,2013-07-01,2013-09-30,13318,YELP,98581710,YELP INC,16186506.6
2013,3,2013-07-01,2013-09-30,23931,XEL,98389B10,X C E L ENERGY INC,16176234.6
2013,3,2013-07-01,2013-09-30,80361,RKT,77273920,ROCK TENN CO,16060457.5
2013,3,2013-07-01,2013-09-30,88897,OIS,67802610,OIL STATES INTERNATIONAL INC,16034199.3
2013,3,2013-07-01,2013-09-30,85002,SRPT,80360710,SAREPTA THERAPEUTICS INC,16021600.914
2013,3,2013-07-01,2013-09-30,30940,FLS,34354P10,FLOWSERVE CORP,15981039.36
2013,3,2013-07-01,2013-09-30,45751,MMC,57174810,MARSH & MCLENNAN COS INC,15909469.51
2013,3,2013-07-01,2013-09-30,81481,DLTR,25674610,DOLLAR TREE INC,15790053.4
2013,3,2013-07-01,2013-09-30,89195,PFG,74251V10,PRINCIPAL FINANCIAL GROUP INC,15529384.0
2013,3,2013-07-01,2013-09-30,84129,ZION,98970110,ZIONS BANCORPORATION,15519089.04
2013,3,2013-07-01,2013-09-30,91128,GPOR,40263530,GULFPORT ENERGY CORP,15448641.6
2013,3,2013-07-01,2013-09-30,84060,CBST,22967810,CUBIST PHARMACEUTICALS INC,15405856.78
2013,3,2013-07-01,2013-09-30,64390,PGR,74331510,PROGRESSIVE CORP OH,15401275.29
2013,3,2013-07-01,2013-09-30,88811,SLXP,79543510,SALIX PHARMACEUTICALS LTD,15377185.9
2013,3,2013-07-01,2013-09-30,76804,MTG,55284810,M G I C INVESTMENT CORP WIS,15309627.92
2013,3,2013-07-01,2013-09-30,84519,CIEN,17177930,CIENA CORP,15298323.22
2013,3,2013-07-01,2013-09-30,45277,IGT,45990210,INTERNATIONAL GAME TECHNOLOGY,15292328.85
2013,3,2013-07-01,2013-09-30,23712,PEG,74457310,PUBLIC SERVICE ENTERPRISE GP INC,15282304.67
2013,3,2013-07-01,2013-09-30,32707,HP,42345210,HELMERICH & PAYNE INC,15268740.8
2013,3,2013-07-01,2013-09-30,84769,APH,03209510,AMPHENOL CORP NEW,15231762.72
2013,3,2013-07-01,2013-09-30,37584,BEN,35461310,FRANKLIN RESOURCES INC,15215610.8
2013,3,2013-07-01,2013-09-30,19675,SOHU,83408W10,SOHU COM INC,15155222.0
2013,3,2013-07-01,2013-09-30,57817,JWN,65566410,NORDSTROM INC,15144652.0
2013,3,2013-07-01,2013-09-30,76138,BEAV,07330210,B E AEROSPACE INC,15130625.21
2013,3,2013-07-01,2013-09-30,78987,MCHP,59501710,MICROCHIP TECHNOLOGY INC,15087410.22
2013,3,2013-07-01,2013-09-30,85908,GRA,38388F10,GRACE W R & CO DEL NEW,15042354.66
2013,3,2013-07-01,2013-09-30,49373,HRB,09367110,BLOCK H & R INC,15030391.74
2013,3,2013-07-01,2013-09-30,83976,ANF,00289620,ABERCROMBIE & FITCH CO,14983541.24
2013,3,2013-07-01,2013-09-30,79089,FOSL,34988V10,FOSSIL GROUP INC,14914529.0
2013,3,2013-07-01,2013-09-30,23536,WEC,92939U10,WISCONSIN ENERGY CORP,14556495.28
2013,3,2013-07-01,2013-09-30,38658,NVE,67073Y10,NV ENERGY INC,14549699.9
2013,3,2013-07-01,2013-09-30,52978,HAS,41805610,HASBRO INC,14538438.0
2013,3,2013-07-01,2013-09-30,90733,LEAP,52186330,LEAP WIRELESS INTL INC,14509331.52
2013,3,2013-07-01,2013-09-30,27043,VAR,92220P10,VARIAN MEDICAL SYSTEMS INC,14431777.5
2013,3,2013-07-01,2013-09-30,40416,AVP,05430310,AVON PRODUCTS INC,14283156.6
2013,3,2013-07-01,2013-09-30,62383,RYL,78376410,RYLAND GROUP INC,14245920.12
2013,3,2013-07-01,2013-09-30,91392,WYN,89416410,WYNDHAM WORLDWIDE CORP,14229008.5
2013,3,2013-07-01,2013-09-30,85753,VRSN,92343E10,VERISIGN INC,14138633.6
2013,3,2013-07-01,2013-09-30,93101,LEA,52186520,LEAR CORP,13971620.46
2013,3,2013-07-01,2013-09-30,79411,PETM,71676810,PETSMART INC,13883829.96
2013,3,2013-07-01,2013-09-30,87184,RHT,75657710,RED HAT INC,13868354.68
2013,3,2013-07-01,2013-09-30,79857,PTEN,70348110,PATTERSON U T I ENERGY INC,13747820.76
2013,3,2013-07-01,2013-09-30,81655,DRI,23719410,DARDEN RESTAURANTS INC,13648211.55
2013,3,2013-07-01,2013-09-30,80563,PENN,70756910,PENN NATIONAL GAMING INC,13611577.14
2013,3,2013-07-01,2013-09-30,92988,CFN,14170T10,CAREFUSION CORP,13588596.7
2013,3,2013-07-01,2013-09-30,91391,WIN,97382A30,WINDSTREAM CORP,13527642.04
2013,3,2013-07-01,2013-09-30,12347,AEGR,00767E10,AEGERION PHARMACEUTICALS INC,13360782.84
2013,3,2013-07-01,2013-09-30,89971,TPX,88023U10,TEMPUR SEALY INTERNATIONAL INC,13301464.8
2013,3,2013-07-01,2013-09-30,10696,FISV,33773810,FISERV INC,13291032.72
2013,3,2013-07-01,2013-09-30,91073,WNR,95931910,WESTERN REFINING INC,13278441.65
2013,3,2013-07-01,2013-09-30,46922,RAD,76775487,RITE AID CORP,13257816.0
2013,3,2013-07-01,2013-09-30,45241,FRX,34583810,FOREST LABS INC,13219327.44
2013,3,2013-07-01,2013-09-30,92400,LL,55003T10,LUMBER LIQUIDATORS HOLDINGS INC,13218447.32
2013,3,2013-07-01,2013-09-30,52337,THC,88033G40,TENET HEALTHCARE CORP,13201933.4
2013,3,2013-07-01,2013-09-30,68857,CVC,12686C10,CABLEVISION SYSTEMS CORP,13174693.14
2013,3,2013-07-01,2013-09-30,12073,PBCT,71270410,PEOPLES UNITED FINANCIAL INC,13140000.0
2013,3,2013-07-01,2013-09-30,47941,GCI,87901J10,GANNETT CO INC,13107151.68
2013,3,2013-07-01,2013-09-30,11674,DTE,23333110,D T E ENERGY CO,13087842.6
2013,3,2013-07-01,2013-09-30,92530,CPN,13134730,CALPINE CORP,13072653.06
2013,3,2013-07-01,2013-09-30,78840,IACI,44891N20,IAC INTERACTIVECORP,13056367.8
2013,3,2013-07-01,2013-09-30,93132,FTNT,34959E10,FORTINET INC,13030542.5
2013,3,2013-07-01,2013-09-30,15456,FL,34484910,FOOT LOCKER INC,12907153.46
2013,3,2013-07-01,2013-09-30,92570,DAN,23582520,DANA HOLDING CORP,12841485.35
2013,3,2013-07-01,2013-09-30,80286,TSCO,89235610,TRACTOR SUPPLY CO NEW,12829906.15
2013,3,2013-07-01,2013-09-30,28804,ALK,01165910,ALASKA AIRGROUP INC,12744341.31
2013,3,2013-07-01,2013-09-30,92322,ULTA,90384S30,ULTA SALON COSMETICS & FRAG INC,12743064.6
2013,3,2013-07-01,2013-09-30,19166,FMC,30249130,F M C CORP,12725479.04
2013,3,2013-07-01,2013-09-30,89540,DKS,25339310,DICKS SPORTING GOODS INC,12720941.81
2013,3,2013-07-01,2013-09-30,17778,BRK,08467010,BERKSHIRE HATHAWAY INC DEL,12694700.0
2013,3,2013-07-01,2013-09-30,86021,LLL,50241310,L 3 COMMUNICATIONS HLDGS INC,12687402.6
2013,3,2013-07-01,2013-09-30,42585,SJM,83269640,SMUCKER J M CO,12677290.84
2013,3,2013-07-01,2013-09-30,11955,WM,94106L10,WASTE MANAGEMENT INC DEL,12611101.5
2013,3,2013-07-01,2013-09-30,65330,LM,52490110,LEGG MASON INC,12605826.45
2013,3,2013-07-01,2013-09-30,91416,HBI,41034510,HANESBRANDS INC,12562351.22
2013,3,2013-07-01,2013-09-30,83862,ETFC,26924640,E TRADE FINANCIAL CORP,12561534.4
2013,3,2013-07-01,2013-09-30,58975,OII,67523210,OCEANEERING INTERNATIONAL INC,12525242.49
2013,3,2013-07-01,2013-09-30,92221,MELI,58733R10,MERCADOLIBRE INC,12376065.13
2013,3,2013-07-01,2013-09-30,85926,SEE,81211K10,SEALED AIR CORP NEW,12284450.04
2013,3,2013-07-01,2013-09-30,11999,MCP,60875310,MOLYCORP INC DE,12195809.42
2013,3,2013-07-01,2013-09-30,91141,MDVN,58501N10,MEDIVATION INC,12165199.92
2013,3,2013-07-01,2013-09-30,79637,UHS,91390310,UNIVERSAL HEALTH SERVICES INC,12121075.9
2013,3,2013-07-01,2013-09-30,46877,BCR,06738310,BARD C R INC,12094425.6
2013,3,2013-07-01,2013-09-30,55001,TRN,89652210,TRINITY INDUSTRIES INC,12044818.43
2013,3,2013-07-01,2013-09-30,77520,AGCO,00108410,A G C O CORP,12028668.75
2013,3,2013-07-01,2013-09-30,13627,WWAV,96624410,WHITEWAVE FOODS CO,11974103.61
2013,3,2013-07-01,2013-09-30,13447,NOW,81762P10,SERVICENOW INC,11962971.48
2013,3,2013-07-01,2013-09-30,23501,POM,71329110,PEPCO HOLDINGS INC,11958579.3
2013,3,2013-07-01,2013-09-30,24272,ASH,04418610,ASHLAND INC NEW,11958389.04
2013,3,2013-07-01,2013-09-30,44206,NU,30040W10,NORTHEAST UTILITIES,11956104.61
2013,3,2013-07-01,2013-09-30,13687,RH,74967X10,RESTORATION HARDWARE HLDGS INC,11927770.92
2013,3,2013-07-01,2013-09-30,89509,XEC,17179810,CIMAREX ENERGY CO,11917271.32
2013,4,2013-10-01,2013-12-31,14593,AAPL,03783310,APPLE INC,1541289385.05288
2013,4,2013-10-01,2013-12-31,13407,FB,30303M10,FACEBOOK INC,1020042949.185
2013,4,2013-10-01,2013-12-31,90319,GOOG,02079K30,GOOGLE INC,623593627.9964
2013,4,2013-10-01,2013-12-31,93436,TSLA,88160R10,TESLA MOTORS INC,424073552.76
2013,4,2013-10-01,2013-12-31,89393,NFLX,64110L10,NETFLIX INC,404787550.39233
2013,4,2013-10-01,2013-12-31,10107,MSFT,59491810,MICROSOFT CORP,341057143.91
2013,4,2013-10-01,2013-12-31,84788,AMZN,02313510,AMAZON COM INC,299699710.49
2013,4,2013-10-01,2013-12-31,59408,BAC,06050510,BANK OF AMERICA CORP,286098559.12
2013,4,2013-10-01,2013-12-31,70519,C,17296742,CITIGROUP INC,267798736.62
2013,4,2013-10-01,2013-12-31,11850,XOM,30231G10,EXXON MOBIL CORP,257865866.5
2013,4,2013-10-01,2013-12-31,47896,JPM,46625H10,JPMORGAN CHASE & CO,248573657.58
2013,4,2013-10-01,2013-12-31,66093,T,00206R10,A T & T INC,242361063.4
2013,4,2013-10-01,2013-12-31,12490,IBM,45920010,INTERNATIONAL BUSINESS MACHS COR,234770489.4003
2013,4,2013-10-01,2013-12-31,12060,GE,36960430,GENERAL ELECTRIC CO,234304060.2
2013,4,2013-10-01,2013-12-31,53613,MU,59511210,MICRON TECHNOLOGY INC,210804014.72
2013,4,2013-10-01,2013-12-31,76076,CSCO,17275R10,CISCO SYSTEMS INC,196325692.8
2013,4,2013-10-01,2013-12-31,65875,VZ,92343V10,VERIZON COMMUNICATIONS INC,195056436.89
2013,4,2013-10-01,2013-12-31,59328,INTC,45814010,INTEL CORP,194322044.92
2013,4,2013-10-01,2013-12-31,21936,PFE,71708110,PFIZER INC,191012191.845
2013,4,2013-10-01,2013-12-31,38703,WFC,94974610,WELLS FARGO & CO NEW,181884587.1
2013,4,2013-10-01,2013-12-31,83435,YHOO,98433210,YAHOO INC,181786999.14
2013,4,2013-10-01,2013-12-31,86783,PCLN,09857L10,PRICELINE COM INC,176420619.77364
2013,4,2013-10-01,2013-12-31,14541,CVX,16676410,CHEVRON CORP NEW,169573656.6
2013,4,2013-10-01,2013-12-31,22752,MRK,58933Y10,MERCK & CO INC NEW,160861550.94
2013,4,2013-10-01,2013-12-31,22111,JNJ,47816010,JOHNSON & JOHNSON,160288461.9
2013,4,2013-10-01,2013-12-31,77274,GILD,37555810,GILEAD SCIENCES INC,157805864.775
2013,4,2013-10-01,2013-12-31,12369,GM,37045V10,GENERAL MOTORS CO,153497579.15
2013,4,2013-10-01,2013-12-31,18163,PG,74271810,PROCTER & GAMBLE CO,151812584.0
2013,4,2013-10-01,2013-12-31,11308,KO,19121610,COCA COLA CO,149975721.09
2013,4,2013-10-01,2013-12-31,25785,F,34537086,FORD MOTOR CO DEL,147255367.12
2013,4,2013-10-01,2013-12-31,10104,ORCL,68389X10,ORACLE CORP,141293586.5
2013,4,2013-10-01,2013-12-31,10147,EMC,26864810,E M C CORP MA,141154365.964
2013,4,2013-10-01,2013-12-31,86356,EBAY,27864210,EBAY INC,139562269.98
2013,4,2013-10-01,2013-12-31,12742,LNKD,53578A10,LINKEDIN CORP,137207230.12
2013,4,2013-10-01,2013-12-31,19561,BA,09702310,BOEING CO,133252897.5
2013,4,2013-10-01,2013-12-31,77178,QCOM,74752510,QUALCOMM INC,133220321.35
2013,4,2013-10-01,2013-12-31,92611,V,92826C83,VISA INC,133145983.34
2013,4,2013-10-01,2013-12-31,66181,HD,43707610,HOME DEPOT INC,127844673.61
2013,4,2013-10-01,2013-12-31,86868,GS,38141G10,GOLDMAN SACHS GROUP INC,120949025.4
2013,4,2013-10-01,2013-12-31,55976,WMT,93114210,WAL MART STORES INC,115905854.5
2013,4,2013-10-01,2013-12-31,89525,CMCSA,20030N10,COMCAST CORP NEW,113551228.0
2013,4,2013-10-01,2013-12-31,81774,FCX,35671D85,FREEPORT MCMORAN COPPER & GOLD,106365133.52
2013,4,2013-10-01,2013-12-31,92655,UNH,91324P10,UNITEDHEALTH GROUP INC,105319446.16
2013,4,2013-10-01,2013-12-31,18542,CAT,14912310,CATERPILLAR INC,105318274.4
2013,4,2013-10-01,2013-12-31,26403,DIS,25468710,DISNEY WALT CO,102840828.04
2013,4,2013-10-01,2013-12-31,11552,CELG,15102010,CELGENE CORP,101865037.80006
2013,4,2013-10-01,2013-12-31,43449,MCD,58013510,MCDONALDS CORP,101525913.28
2013,4,2013-10-01,2013-12-31,92602,PM,71817210,PHILIP MORRIS INTERNATIONAL INC,98484907.84
2013,4,2013-10-01,2013-12-31,48725,UNP,90781810,UNION PACIFIC CORP,96947620.99659
2013,4,2013-10-01,2013-12-31,66800,AIG,02687478,AMERICAN INTERNATIONAL GROUP INC,93948147.7
2013,4,2013-10-01,2013-12-31,23819,HAL,40621610,HALLIBURTON CO,93830963.82
2013,4,2013-10-01,2013-12-31,13856,PEP,71344810,PEPSICO INC,92046343.53
2013,4,2013-10-01,2013-12-31,83443,BRK,08467070,BERKSHIRE HATHAWAY INC DEL,90595510.39
2013,4,2013-10-01,2013-12-31,69032,MS,61744644,MORGAN STANLEY DEAN WITTER & CO,90058609.42
2013,4,2013-10-01,2013-12-31,19393,BMY,11012210,BRISTOL MYERS SQUIBB CO,89499647.12
2013,4,2013-10-01,2013-12-31,17005,CVS,12665010,C V S CAREMARK CORP,89436427.74
2013,4,2013-10-01,2013-12-31,91233,MA,57636Q10,MASTERCARD INC,89270342.31024
2013,4,2013-10-01,2013-12-31,27828,HPQ,40434L10,HEWLETT PACKARD CO,86917627.71
2013,4,2013-10-01,2013-12-31,75241,PXD,72378710,PIONEER NATURAL RESOURCES CO,86757094.8
2013,4,2013-10-01,2013-12-31,77702,SBUX,85524410,STARBUCKS CORP,85105093.6
2013,4,2013-10-01,2013-12-31,59176,AXP,02581610,AMERICAN EXPRESS CO,83933098.6
2013,4,2013-10-01,2013-12-31,61399,LOW,54866110,LOWES COMPANIES INC,83085259.22
2013,4,2013-10-01,2013-12-31,91926,DAL,24736170,DELTA AIR LINES INC,82760127.4
2013,4,2013-10-01,2013-12-31,14008,AMGN,03116210,AMGEN INC,82730586.9
2013,4,2013-10-01,2013-12-31,90441,FOXA,90130A30,TWENTY FIRST CENTURY FOX INC,81999022.324
2013,4,2013-10-01,2013-12-31,85269,VLO,91913Y10,VALERO ENERGY CORP NEW,81985361.62
2013,4,2013-10-01,2013-12-31,82618,SNDK,80004C10,SANDISK CORP,81239029.545
2013,4,2013-10-01,2013-12-31,81061,MCK,58155Q10,MCKESSON H B O C INC,80613281.52
2013,4,2013-10-01,2013-12-31,19502,WAG,93142710,WALGREEN CO,80262084.12
2013,4,2013-10-01,2013-12-31,13928,COP,20825C10,CONOCOPHILLIPS,79292462.3
2013,4,2013-10-01,2013-12-31,17830,UTX,75513E10,UNITED TECHNOLOGIES CORP,77342881.25
2013,4,2013-10-01,2013-12-31,50876,LLY,53245710,LILLY ELI & CO,77001991.28
2013,4,2013-10-01,2013-12-31,90505,LVS,51783410,LAS VEGAS SANDS CORP,76410244.1
2013,4,2013-10-01,2013-12-31,86339,CCI,22822V10,CROWN CASTLE INTERNATIONAL CORP,75164014.8
2013,4,2013-10-01,2013-12-31,34833,OXY,67459910,OCCIDENTAL PETROLEUM CORP,75136769.84
2013,4,2013-10-01,2013-12-31,13711,SCTY,83416T10,SOLARCITY CORP,74563347.1
2013,4,2013-10-01,2013-12-31,15579,TXN,88250810,TEXAS INSTRUMENTS INC,73870706.29
2013,4,2013-10-01,2013-12-31,85348,YUM,98849810,YUM BRANDS INC,72790022.34
2013,4,2013-10-01,2013-12-31,91611,FSLR,33643310,FIRST SOLAR INC,72506943.308
2013,4,2013-10-01,2013-12-31,87447,UPS,91131210,UNITED PARCEL SERVICE INC,72337943.36
2013,4,2013-10-01,2013-12-31,60628,FDX,31428X10,FEDEX CORP,71888215.0
2013,4,2013-10-01,2013-12-31,77668,ESRX,30219G10,EXPRESS SCRIPTS HOLDING CO,71530382.4
2013,4,2013-10-01,2013-12-31,22293,GLW,21935010,CORNING INC,71039780.36
2013,4,2013-10-01,2013-12-31,18403,JCP,70816010,PENNEY J C CO INC,70662075.0
2013,4,2013-10-01,2013-12-31,24643,AA,44320110,ALCOA INC,70508027.88
2013,4,2013-10-01,2013-12-31,75825,EOG,26875P10,EOG RESOURCES INC,70507600.84778
2013,4,2013-10-01,2013-12-31,20626,DOW,26054310,DOW CHEMICAL CO,69874767.22
2013,4,2013-10-01,2013-12-31,79588,GMCR,49271M10,GREEN MOUNTAIN COFFEE ROASTERS I,69685936.32
2013,4,2013-10-01,2013-12-31,20482,ABT,00282410,ABBOTT LABORATORIES,69679322.05
2013,4,2013-10-01,2013-12-31,91068,CMG,16965610,CHIPOTLE MEXICAN GRILL INC,69407741.71867
2013,4,2013-10-01,2013-12-31,89006,MDLZ,60920710,MONDELEZ INTERNATIONAL INC,68466174.4
2013,4,2013-10-01,2013-12-31,22592,MMM,88579Y10,3M CO,68425148.4
2013,4,2013-10-01,2013-12-31,76841,BIIB,09062X10,BIOGEN IDEC INC,68092869.88
2013,4,2013-10-01,2013-12-31,57665,NKE,65410610,NIKE INC,67600951.04
2013,4,2013-10-01,2013-12-31,88668,MON,61166W10,MONSANTO CO NEW,66441689.76
2013,4,2013-10-01,2013-12-31,66157,USB,90297330,U S BANCORP DEL,65545243.28
2013,4,2013-10-01,2013-12-31,49154,TGT,87612E10,TARGET CORP,64713483.01
2013,4,2013-10-01,2013-12-31,77418,TWX,88731730,TIME WARNER INC NEW,64255127.44
2013,4,2013-10-01,2013-12-31,13901,MO,02209S10,ALTRIA GROUP INC,62954626.95
2013,4,2013-10-01,2013-12-31,13318,YELP,98581710,YELP INC,62687516.75
