ticker,earnings_date,analysis_date,closest_quote_date,days_to_earnings,ievr,avg_pre,avg_post,skew_ratio
BAX,2005-01-27,2004-12-28,2004-12-28,30,1.0825555950399313,0.213868,0.231524,1.0031049782839132
BEN,2005-01-27,2004-12-28,2004-12-28,30,1.116121979043434,0.189344,0.211331,0.9790177971272274
BMY,2005-01-27,2004-12-28,2004-12-28,30,1.0592436183012095,0.206959,0.21922,1.0433083965155672
BRCM,2005-01-27,2004-12-28,2004-12-28,30,1.2124279076183004,0.347991,0.421914,1.0017300440427186
CL,2005-01-27,2004-12-28,2004-12-28,30,1.2201046910945887,0.149965,0.182973,0.9028325456789379
CNX,2005-01-27,2004-12-28,2004-12-28,30,1.1321154992263236,0.365786,0.414112,0.9873859185496912
CTXS,2005-01-27,2004-12-28,2004-12-28,30,1.1508459477798896,0.310953,0.357859,1.0027248571465424
ED,2005-01-27,2004-12-28,2004-12-28,30,1.0251541086129818,0.122803,0.125892,0.9205691197085436
EL,2005-01-27,2004-12-28,2004-12-28,30,1.174418282931688,0.180715,0.212235,0.9678447292455508
EMN,2005-01-27,2004-12-28,2004-12-28,30,1.0866393652418735,0.164094,0.178311,0.9682947122448617
FDC,2005-01-27,2004-12-28,2004-12-28,30,1.1455243778948188,0.166893,0.19118,1.0063009502677152
GILD,2005-01-27,2004-12-28,2004-12-28,30,1.2430664638171247,0.283297,0.352157,0.9375045502379361
IRF,2005-01-27,2004-12-28,2004-12-28,30,1.1695875287439146,0.319198,0.37333,0.9927780542423489
JBLU,2005-01-27,2004-12-28,2004-12-28,30,1.203899327043925,0.377142,0.454041,0.995263064836635
LMT,2005-01-27,2004-12-28,2004-12-28,30,0.9779764327479575,0.201466,0.197029,0.9757923899566026
MEE,2005-01-27,2004-12-28,2004-12-28,30,1.1044254658385093,0.407008,0.44951,1.017700641863931
MLNM,2005-01-27,2004-12-28,2004-12-28,30,1.1855776267517837,0.419501,0.497351,1.0013032425916863
SEBL,2005-01-27,2004-12-28,2004-12-28,30,1.0529591572809143,0.42529,0.447813,0.9688515888582865
SEPR,2005-01-27,2004-12-28,2004-12-28,30,1.0991492944660588,0.34442,0.378569,1.0153681970006516
ADM,2005-01-28,2004-12-29,2004-12-29,30,0.9343436851357122,0.201382,0.18816,1.0028734344264336
APC,2005-01-28,2004-12-29,2004-12-29,30,1.1677102772751815,0.211126,0.246534,1.014365607103048
HAL,2005-01-28,2004-12-29,2004-12-29,30,1.200976012389486,0.235038,0.282275,0.9797168867547018
HON,2005-01-28,2004-12-29,2004-12-29,30,1.172507595950289,0.182334,0.213788,0.9305033885849596
ITT,2005-01-28,2004-12-29,2004-12-29,30,1.1448196121075305,0.145298,0.16634,1.0072581819190163
MCD,2005-01-28,2004-12-29,2004-12-29,30,1.1770019365097042,0.161631,0.19024,0.9635345875956791
TDW,2005-01-28,2004-12-29,2004-12-29,30,1.0363441793787163,0.297159,0.307959,0.9422999476780137
AFL,2005-01-31,2005-01-01,2005-01-03,30,1.1632076001672835,0.160207,0.186354,1.0238897161738107
DIS,2005-01-31,2005-01-01,2005-01-03,30,1.1907661114802173,0.174596,0.207903,0.9609924979222051
ETR,2005-01-31,2005-01-01,2005-01-03,30,1.0573603165402354,0.158716,0.16782,0.9176297820921236
HLT,2005-01-31,2005-01-01,2005-01-03,30,1.0658875670632144,0.21435,0.228473,0.9596658294494513
K,2005-01-31,2005-01-01,2005-01-03,30,1.067722437499065,0.133678,0.142731,1.0115855827222715
SYY,2005-01-31,2005-01-01,2005-01-03,30,1.1022832602113328,0.194196,0.214059,1.0006905009739155
XOM,2005-01-31,2005-01-01,2005-01-03,30,1.0377984713714037,0.158181,0.16416,0.9984787466387243
BSX,2005-02-01,2005-01-02,2005-01-03,30,1.348559763700792,0.217013,0.292655,1.0004333414776945
EMR,2005-02-01,2005-01-02,2005-01-03,30,1.1144890903650126,0.157063,0.175045,0.9727371256928747
HCA,2005-02-01,2005-01-02,2005-01-03,30,1.0084016529290876,0.226265,0.228166,0.9968016353071267
MXIM,2005-02-01,2005-01-02,2005-01-03,30,1.0909118118510932,0.300698,0.328035,0.9042569827026248
YUM,2005-02-01,2005-01-02,2005-01-03,30,1.089338122010234,0.197967,0.215653,0.9965066117657718
ALL,2005-02-02,2005-01-03,2005-01-03,30,1.118183399810556,0.155191,0.173532,1.0117676971822722
BA,2005-02-02,2005-01-03,2005-01-03,30,1.037020416238413,0.207237,0.214909,0.9782390121172355
BRL,2005-02-02,2005-01-03,2005-01-03,30,1.074608926329864,0.281213,0.302194,0.9037917646907582
CVS,2005-02-02,2005-01-03,2005-01-03,30,1.1788778384838654,0.187424,0.22095,1.0007956214123614
DUK,2005-02-02,2005-01-03,2005-01-03,30,1.109541321051766,0.170228,0.188875,1.0117382750976207
EOG,2005-02-02,2005-01-03,2005-01-03,30,1.0105053737730447,0.326214,0.329641,0.9839207347418903
JBHT,2005-02-02,2005-01-03,2005-01-03,30,1.1347195325480517,0.269033,0.305277,0.9681729686156106
JOE,2005-02-02,2005-01-03,2005-01-03,30,1.0161926804827652,0.225534,0.229186,0.9850754091486825
PHM,2005-02-02,2005-01-03,2005-01-03,30,1.1564269440412218,0.312069,0.360885,1.001929572219297
PPL,2005-02-02,2005-01-03,2005-01-03,30,1.1273085519350665,0.136016,0.153332,0.9018970764732015
STLD,2005-02-02,2005-01-03,2005-01-03,30,1.0666778365769594,0.459568,0.490211,1.0139639351423861
UNM,2005-02-02,2005-01-03,2005-01-03,30,1.2823651860644054,0.335314,0.429995,0.9966206074584412
CMCSA,2005-02-03,2005-01-04,2005-01-04,30,1.1285108446664052,0.193828,0.218737,0.827836575011318
PEG,2005-02-03,2005-01-04,2005-01-04,30,1.1367059347159707,0.139299,0.158342,0.8885111431450842
PENN,2005-02-03,2005-01-04,2005-01-04,30,1.1618061971375335,0.321471,0.373487,1.0010338202460616
PEP,2005-02-03,2005-01-04,2005-01-04,30,1.138080296512367,0.149471,0.17011,0.9521173592886081
PHS,2005-02-03,2005-01-04,2005-01-04,30,1.1177193269240595,0.391516,0.437605,0.9788022350279378
CAH,2005-02-04,2005-01-05,2005-01-05,30,1.0768137128025286,0.274313,0.295384,1.0105693992130973
BIIB,2005-02-07,2005-01-08,2005-01-07,30,1.2140606308172615,0.274184,0.332876,0.9834680210765693
CLX,2005-02-07,2005-01-08,2005-01-07,30,1.251409282700422,0.148125,0.185365,0.9992714172957439
HUM,2005-02-07,2005-01-08,2005-01-07,30,1.090331682237131,0.31898,0.347794,0.9958197921447056
OSIP,2005-02-07,2005-01-08,2005-01-07,30,1.2491977735662854,0.318177,0.397466,1.0003332589264662
TIN,2005-02-07,2005-01-08,2005-01-07,30,1.0993520809292678,0.222713,0.24484,0.9628126148325876
MAR,2005-02-08,2005-01-09,2005-01-10,30,1.0677774709560346,0.202796,0.216541,1.018932009566493
PRU,2005-02-08,2005-01-09,2005-01-10,30,1.3648146312450435,0.161408,0.220292,0.879780229363799
PXD,2005-02-08,2005-01-09,2005-01-10,30,1.2068284674771497,0.22538,0.271995,0.9894070493825534
CAM,2005-02-09,2005-01-10,2005-01-10,30,0.9829979156440517,0.281142,0.276362,1.0332570113894883
CI,2005-02-09,2005-01-10,2005-01-10,30,1.128391610376341,0.281872,0.318062,0.9766265444289685
DO,2005-02-09,2005-01-10,2005-01-10,30,0.9988686421298414,0.373887,0.373464,0.9891425986333008
MET,2005-02-09,2005-01-10,2005-01-10,30,1.0811154741128564,0.192528,0.208145,0.9913188544595137
ADI,2005-02-10,2005-01-11,2005-01-11,30,1.0097739335561233,0.381525,0.385254,0.9777552824797221
CTSH,2005-02-10,2005-01-11,2005-01-11,30,1.014731612045698,0.442382,0.448899,0.9951186812791304
PIXR,2005-02-10,2005-01-11,2005-01-11,30,1.2072770235869772,0.257303,0.310636,0.9563922909658594
A,2005-02-14,2005-01-15,2005-01-14,30,1.2113851212494862,0.29196,0.353676,1.0005448918955042
AIZ,2005-02-15,2005-01-16,2005-01-14,30,1.134471127221467,0.178767,0.202806,1.1257438648857991
ANF,2005-02-15,2005-01-16,2005-01-14,30,1.35237115878282,0.266452,0.360342,1.0063982958022044
CEPH,2005-02-15,2005-01-16,2005-01-14,30,1.2908158034142756,0.234076,0.302149,0.9271474913751787
DE,2005-02-15,2005-01-16,2005-01-14,30,1.1767756807376457,0.215171,0.253208,1.031594440529099
EXPD,2005-02-15,2005-01-16,2005-01-14,30,1.0548470358657818,0.289022,0.304874,1.102703898848926
FE,2005-02-15,2005-01-16,2005-01-14,30,1.1446252545969382,0.140909,0.161288,0.8872971594451127
JWN,2005-02-15,2005-01-16,2005-01-14,30,1.2868849611325834,0.23027,0.296331,0.9957277153655225
MHS,2005-02-15,2005-01-16,2005-01-14,30,1.1412461644880365,0.281905,0.321723,1.0586072745570754
RAI,2005-02-15,2005-01-16,2005-01-14,30,1.1676621076646994,0.254661,0.297358,0.9878967030153504
CVH,2005-02-22,2005-01-23,2005-01-24,30,0.9487357725120698,0.342383,0.324831,1.0046685368201131
HD,2005-02-22,2005-01-23,2005-01-24,30,1.0837602032317175,0.192096,0.208186,0.9754730203223546
NBL,2005-02-22,2005-01-23,2005-01-24,30,1.05492927224132,0.235339,0.248266,0.9886240952416959
LOW,2005-02-23,2005-01-24,2005-01-24,30,1.0546991423806094,0.202654,0.213739,0.9867078253417987
MAS,2005-02-23,2005-01-24,2005-01-24,30,1.015944002558468,0.193866,0.196957,0.9874044382420202
TJX,2005-02-23,2005-01-24,2005-01-24,30,1.048274857157996,0.226474,0.237407,0.9631003057609792
HRB,2005-02-24,2005-01-25,2005-01-25,30,0.9923439031572324,0.247907,0.246009,0.9659078069174033
KSS,2005-02-24,2005-01-25,2005-01-25,30,1.0174791299407042,0.274556,0.279355,0.9853926051409417
OCR,2005-02-24,2005-01-25,2005-01-25,30,0.9421003355977893,0.442196,0.416593,0.9954930008689818
PDCO,2005-02-24,2005-01-25,2005-01-25,30,0.9462253303836524,0.274832,0.260053,0.9864362857173623
TIF,2005-02-28,2005-01-29,2005-01-28,30,1.0565599485178778,0.298356,0.315231,0.922531770817229
CHS,2005-03-02,2005-01-31,2005-01-31,30,1.1472051829898684,0.29018,0.332896,0.9998449478852613
ESRX,2005-03-02,2005-01-31,2005-01-31,30,1.1105826350367836,0.25419,0.282299,1.0023502133331232
HOV,2005-03-02,2005-01-31,2005-01-31,30,1.0594572143593195,0.380408,0.403026,0.9727836011159671
PETM,2005-03-02,2005-01-31,2005-01-31,30,1.0145371510854335,0.283343,0.287462,1.0987695493518126
PDE,2005-03-03,2005-02-01,2005-02-01,30,0.9924423852618185,0.300227,0.297958,0.9971205005745716
TTWO,2005-03-03,2005-02-01,2005-02-01,30,1.1438322976099622,0.330204,0.377698,0.9734816435189962
CRDN,2005-03-04,2005-02-02,2005-02-02,30,1.068311920689589,0.468337,0.50033,1.0022555924354193
KR,2005-03-08,2005-02-06,2005-02-07,30,1.3417154727215028,0.173305,0.232526,0.9849897127527764
LVS,2005-03-08,2005-02-06,2005-02-07,30,1.161312313348755,0.350587,0.407141,0.9152393259453603
COO,2005-03-09,2005-02-07,2005-02-07,30,1.0534103073864505,0.235404,0.247977,0.9764073465730925
NIHD,2005-03-11,2005-02-09,2005-02-09,30,1.1208957893607125,0.27953,0.313324,0.996062501113546
CMVT,2005-03-14,2005-02-12,2005-02-11,30,1.1457205782018334,0.282877,0.324098,0.9794876056523351
OMX,2005-03-14,2005-02-12,2005-02-11,30,0.9408888033396292,0.332492,0.312838,1.0004272604182338
GIS,2005-03-22,2005-02-20,2005-02-18,30,0.9372537474239396,0.159643,0.149626,0.975836817526101
CAG,2005-03-24,2005-02-22,2005-02-22,30,1.074137166292756,0.155563,0.167096,0.9403099650624404
MFE,2005-03-31,2005-03-01,2005-03-01,30,0.968943296303192,0.386712,0.374702,0.969455697725723
BBY,2005-04-01,2005-03-02,2005-03-02,30,0.991777288608938,0.327994,0.325297,0.9977307294518465
KRB,2005-04-01,2005-03-02,2005-03-02,30,1.0843751772208674,0.193967,0.210333,1.0322335160449152
STZ,2005-04-07,2005-03-08,2005-03-08,30,1.1535269918478126,0.198597,0.229087,0.9216450638339343
ACS,2005-04-21,2005-03-22,2005-03-22,30,1.0239985732385626,0.269141,0.2756,0.9820657091981201
ADP,2005-04-21,2005-03-22,2005-03-22,30,1.0489941576640385,0.164489,0.172548,0.9686364573212025
AFFX,2005-04-21,2005-03-22,2005-03-22,30,1.0348478465730475,0.410671,0.424982,0.9795653065800333
AMGN,2005-04-21,2005-03-22,2005-03-22,30,1.1083866137310727,0.203014,0.225018,0.9818538831335906
ATI,2005-04-21,2005-03-22,2005-03-22,30,1.0470842884814553,0.461534,0.483265,1.0013668790030028
BRCM,2005-04-21,2005-03-22,2005-03-22,30,1.2612624903815195,0.366482,0.46223,0.9287100812439497
CERN,2005-04-21,2005-03-22,2005-03-22,30,1.0315774080332771,0.30772,0.317437,0.9682240520547858
CY,2005-04-21,2005-03-22,2005-03-22,30,1.0312703398703909,0.424044,0.437304,0.9993048011142034
DHR,2005-04-21,2005-03-22,2005-03-22,30,1.1245642546117678,0.161218,0.1813,1.0024498831020245
ED,2005-04-21,2005-03-22,2005-03-22,30,0.9973584882039598,0.159757,0.159335,1.1749689262835836
ELX,2005-04-21,2005-03-22,2005-03-22,30,1.143348616580738,0.315378,0.360587,0.9312030896603855
GDT,2005-04-21,2005-03-22,2005-03-22,30,1.175755504564761,0.081932,0.096332,1.0198284768294354
GENZ,2005-04-21,2005-03-22,2005-03-22,30,1.0756989231909642,0.279251,0.30039,0.9543812521573896
HSY,2005-04-21,2005-03-22,2005-03-22,30,1.0568289197722927,0.173556,0.183419,0.9597637586267916
ISRG,2005-04-21,2005-03-22,2005-03-22,30,1.0041100007688777,0.429197,0.430961,1.0222700174111043
JBLU,2005-04-21,2005-03-22,2005-03-22,30,1.1330940330473696,0.417885,0.473503,0.9691098201551466
MAR,2005-04-21,2005-03-22,2005-03-22,30,1.1076755203954949,0.179623,0.198964,1.0037047384890478
MRK,2005-04-21,2005-03-22,2005-03-22,30,1.1339978115038776,0.21019,0.238355,0.9987787899090982
NFB,2005-04-21,2005-03-22,2005-03-22,30,1.0032246261921605,0.204985,0.205646,1.005508628385869
ODP,2005-04-21,2005-03-22,2005-03-22,30,0.9570749673280265,0.25251,0.241671,1.0400260305117137
PNC,2005-04-21,2005-03-22,2005-03-22,30,1.0336672518847465,0.183977,0.190171,0.9877959731543624
ROH,2005-04-21,2005-03-22,2005-03-22,30,1.0400197603552832,0.198377,0.206316,1.0003832557576613
SGP,2005-04-21,2005-03-22,2005-03-22,30,1.1083988221758545,0.256405,0.284199,0.9963782899466459
SHW,2005-04-21,2005-03-22,2005-03-22,30,1.051379878991249,0.174037,0.182979,0.9912063378155951
TXT,2005-04-21,2005-03-22,2005-03-22,30,0.9367603445840983,0.21243,0.198996,0.9827215321629311
UNP,2005-04-21,2005-03-22,2005-03-22,30,0.9960726407645534,0.195042,0.194276,0.9832183131606939
VLO,2005-04-21,2005-03-22,2005-03-22,30,1.1436211994884842,0.373009,0.426581,0.9936625571408781
WDC,2005-04-21,2005-03-22,2005-03-22,30,0.9813602405273013,0.361539,0.3548,0.904645849962592
WY,2005-04-21,2005-03-22,2005-03-22,30,1.0035451258070012,0.211276,0.212025,1.0026100243918643
XLNX,2005-04-21,2005-03-22,2005-03-22,30,1.0798846925787398,0.332329,0.358877,0.9542499612360807
IP,2005-04-22,2005-03-23,2005-03-23,30,1.1240069228684029,0.191828,0.215616,0.9046826291389791
LEA,2005-04-22,2005-03-23,2005-03-23,30,1.0504335161459164,0.219715,0.230796,1.0307080297791893
RDC,2005-04-22,2005-03-23,2005-03-23,30,1.00884444555,0.361809,0.365009,1.0003345424786003
ASH,2005-04-25,2005-03-26,2005-03-24,30,0.974754502576442,0.302549,0.294911,0.9908398996548178
BYD,2005-04-25,2005-03-26,2005-03-24,30,1.0976721957824729,0.351533,0.385868,1.000919677685715
CAM,2005-04-25,2005-03-26,2005-03-24,30,1.121584277581142,0.252582,0.283292,0.9355581894955181
ETR,2005-04-25,2005-03-26,2005-03-24,30,0.9925599700149925,0.16008,0.158889,1.003856645658922
EXC,2005-04-25,2005-03-26,2005-03-24,30,1.0797502242274346,0.147172,0.158909,0.9422807275893641
KMB,2005-04-25,2005-03-26,2005-03-24,30,1.0714049776679928,0.139262,0.149206,0.9931962115593084
PVN,2005-04-25,2005-03-26,2005-03-24,30,0.9315382953440641,0.296224,0.275944,0.9808741721854305
SLAB,2005-04-25,2005-03-26,2005-03-24,30,1.3105796729221435,0.346523,0.454146,1.0028941633407906
AVY,2005-04-26,2005-03-27,2005-03-28,30,1.037042900946259,0.189483,0.196502,0.972071596033387
AXP,2005-04-26,2005-03-27,2005-03-28,30,0.9977641343518944,0.220049,0.219557,0.9663817939078804
BC,2005-04-26,2005-03-27,2005-03-28,30,0.9902631049496831,0.263431,0.260866,1.01516009818996
CHRW,2005-04-26,2005-03-27,2005-03-28,30,1.0557760476262872,0.249946,0.263887,0.9222997531392642
HLT,2005-04-26,2005-03-27,2005-03-28,30,1.0135978921519364,0.228859,0.231971,0.9999431996924045
LMT,2005-04-26,2005-03-27,2005-03-28,30,1.2007778779111133,0.147581,0.177212,0.9522706448657228
MHS,2005-04-26,2005-03-27,2005-03-28,30,1.1534305087974444,0.272977,0.31486,1.000197858003906
OXY,2005-04-26,2005-03-27,2005-03-28,30,0.9530802132919799,0.314686,0.299921,0.9414464276098105
ROK,2005-04-26,2005-03-27,2005-03-28,30,1.0898323434393102,0.231843,0.25267,0.9734226801526621
SO,2005-04-26,2005-03-27,2005-03-28,30,0.8579316379424925,0.180568,0.154915,1.183788532392778
VAL,2005-04-26,2005-03-27,2005-03-28,30,1.0459505292088183,0.17101,0.178868,0.9757558812956824
WAT,2005-04-26,2005-03-27,2005-03-28,30,1.0146343508889635,0.23848,0.24197,0.9213413691855972
WWY,2005-04-26,2005-03-27,2005-03-28,30,0.9879241167075689,0.128355,0.126805,0.8384995786434278
X,2005-04-26,2005-03-27,2005-03-28,30,1.0763332817381333,0.458699,0.493713,0.9616472359133154
APD,2005-04-27,2005-03-28,2005-03-28,30,0.9766441044009586,0.189845,0.185411,0.9786783241657689
BA,2005-04-27,2005-03-28,2005-03-28,30,1.0849658707276804,0.202905,0.220145,0.9997191592514855
BDX,2005-04-27,2005-03-28,2005-03-28,30,1.1238511606262669,0.163317,0.183544,0.9717316800342718
BIIB,2005-04-27,2005-03-28,2005-03-28,30,1.0670012222302105,0.347725,0.371023,0.9343276924813121
CL,2005-04-27,2005-03-28,2005-03-28,30,1.0171249362521508,0.209811,0.213404,0.9607434610594183
CLF,2005-04-27,2005-03-28,2005-03-28,30,1.0490490827920538,0.474647,0.497928,0.9599805029589389
CTSH,2005-04-27,2005-03-28,2005-03-28,30,1.038325229316514,0.411113,0.426869,0.9622800940013295
DO,2005-04-27,2005-03-28,2005-03-28,30,1.0466876268685512,0.367999,0.38518,0.9770576677994903
FE,2005-04-27,2005-03-28,2005-03-28,30,1.1300722695479761,0.154837,0.174977,0.9373721107626739
LIN,2005-04-27,2005-03-28,2005-03-28,30,1.0379661548662629,0.280513,0.291163,1.006570212643802
LPNT,2005-04-27,2005-03-28,2005-03-28,30,1.1105602784508575,0.269491,0.299286,0.9485011773070113
MCHP,2005-04-27,2005-03-28,2005-03-28,30,1.1032408821147388,0.301276,0.33238,0.9376723456436624
NFX,2005-04-27,2005-03-28,2005-03-28,30,0.9980870878429399,0.31784,0.317232,0.966299308352968
SANM,2005-04-27,2005-03-28,2005-03-28,30,0.9251961040076351,0.617147,0.570982,1.0651318843856412
SBUX,2005-04-27,2005-03-28,2005-03-28,30,1.0239250545745742,0.273479,0.280022,0.913014883118444
SEE,2005-04-27,2005-03-28,2005-03-28,30,1.067505572733156,0.208605,0.222687,0.9699084513918272
UHS,2005-04-27,2005-03-28,2005-03-28,30,1.0008570414114248,0.245029,0.245239,1.0380341536362905
VAR,2005-04-27,2005-03-28,2005-03-28,30,0.9911691656701316,0.32613,0.32325,0.9998926923489645
VZ,2005-04-27,2005-03-28,2005-03-28,30,1.0516137818330382,0.176232,0.185328,1.0138647582009181
AEP,2005-04-28,2005-03-29,2005-03-29,30,1.0015962230215827,0.17792,0.178204,0.9505898444178492
APA,2005-04-28,2005-03-29,2005-03-29,30,1.0258764299911847,0.298341,0.306061,0.9726787536556023
BMY,2005-04-28,2005-03-29,2005-03-29,30,1.0706649923564098,0.18316,0.196103,0.9935287193590557
CMCSA,2005-04-28,2005-03-29,2005-03-29,30,1.0305083815742544,0.182245,0.187805,0.899042967786493
CNX,2005-04-28,2005-03-29,2005-03-29,30,1.0951742230194705,0.371277,0.406613,0.9790285578672574
CSX,2005-04-28,2005-03-29,2005-03-29,30,1.0307110547351794,0.208915,0.215331,1.0352063822407214
DD,2005-04-28,2005-03-29,2005-03-29,30,0.9702407067645181,0.200576,0.194607,1.0701210565908885
EL,2005-04-28,2005-03-29,2005-03-29,30,1.1326616524472384,0.17816,0.201795,0.8766508551971186
EMN,2005-04-28,2005-03-29,2005-03-29,30,0.9732353999881532,0.219469,0.213595,1.0011358452695922
HIG,2005-04-28,2005-03-29,2005-03-29,30,1.0496154665161217,0.201933,0.211952,0.9637150656689065
IRF,2005-04-28,2005-03-29,2005-03-29,30,1.1638786779589654,0.308765,0.359365,0.9740251546534848
KLAC,2005-04-28,2005-03-29,2005-03-29,30,1.147639880882751,0.299201,0.343375,1.0004948955536308
MEE,2005-04-28,2005-03-29,2005-03-29,30,1.037398562892103,0.456194,0.473255,0.9696888537455309
MRO,2005-04-28,2005-03-29,2005-03-29,30,1.0202843783344973,0.282089,0.287811,0.9986830040253344
NOC,2005-04-28,2005-03-29,2005-03-29,30,0.9943125198770275,0.18866,0.187587,0.9590475609508123
NXTL,2005-04-28,2005-03-29,2005-03-29,30,1.0040215148958915,0.239462,0.240425,1.0405736013036393
PDE,2005-04-28,2005-03-29,2005-03-29,30,1.0613926786563956,0.321553,0.341294,0.9603585145717476
PG,2005-04-28,2005-03-29,2005-03-29,30,1.0015673781459062,0.15695,0.157196,0.8595713917991576
PHS,2005-04-28,2005-03-29,2005-03-29,30,1.1957696095469819,0.276192,0.330262,1.0001086318899775
PTEN,2005-04-28,2005-03-29,2005-03-29,30,1.0550520748704024,0.381566,0.402572,0.9635456386583906
XOM,2005-04-28,2005-03-29,2005-03-29,30,1.0162258270405584,0.241282,0.245197,1.0006718646317185
ADM,2005-04-29,2005-03-30,2005-03-30,30,1.0308527226158088,0.213563,0.220152,1.001303420306163
APC,2005-04-29,2005-03-30,2005-03-30,30,1.140531338330418,0.278429,0.317557,0.968233158531666
CAH,2005-04-29,2005-03-30,2005-03-30,30,1.130211872032084,0.272287,0.307742,1.0209371473136784
CVX,2005-04-29,2005-03-30,2005-03-30,30,1.0317742228214368,0.231414,0.238767,0.9563312822081073
LNC,2005-05-02,2005-04-02,2005-04-01,30,1.0923406940063092,0.198125,0.21642,0.9971363000392562
OSIP,2005-05-02,2005-04-02,2005-04-01,30,1.0444182107695101,0.473522,0.494555,0.9077876316566402
SYY,2005-05-02,2005-04-02,2005-04-01,30,1.0071816409875627,0.172384,0.173622,0.989308280773844
CEPH,2005-05-03,2005-04-03,2005-04-04,30,1.091818438561117,0.304514,0.332474,1.0165511623869994
CVH,2005-05-03,2005-04-03,2005-04-04,30,1.3079825594989751,0.218113,0.285288,1.023735543706819
EMR,2005-05-03,2005-04-03,2005-04-04,30,1.0509502031076896,0.176015,0.184983,1.000693603497581
LVS,2005-05-03,2005-04-03,2005-04-04,30,1.0716046234914158,0.35298,0.378255,0.9406428712285546
MAS,2005-05-03,2005-04-03,2005-04-04,30,1.117823782958735,0.186066,0.207989,0.995090489025799
MBI,2005-05-03,2005-04-03,2005-04-04,30,0.9709306592703222,0.585875,0.568844,0.9832344574693933
MET,2005-05-03,2005-04-03,2005-04-04,30,1.064372616193359,0.190609,0.202879,1.0201723399700278
MMC,2005-05-03,2005-04-03,2005-04-04,30,1.018255976805327,0.284893,0.290094,1.019313404533176
MXIM,2005-05-03,2005-04-03,2005-04-04,30,1.1230733006740374,0.284554,0.319575,0.9891543900387243
PXD,2005-05-03,2005-04-03,2005-04-04,30,1.0264088393510682,0.258209,0.265028,1.0066666926576713
