ticker,earnings_date,analysis_date_revr,season,year,quarter,revr,analysis_date_ievr,closest_quote_date,days_to_earnings,ievr,avg_pre,avg_post,skew_ratio,vol_st,vol_mt,normative_realized_vol,methodology,permno,company_name,cusip,ret,vol_hl5,vol_hl7,vol_hl10,vol_hl21,vol_hl63,vol_hl126,vol_date_match_type,vol_date_diff_days,SKEW,KURT,IV_RATIO,SMIRK,surface_date,options_date_match_type,options_date_diff_days
AIG,2005-02-09,2005-01-10,Q1 2005,2005,Q1,1.3523808614991324,2005-01-11,2005-01-11,29,1.1482444228903976,0.1675375,0.192374,1.0600688732944394,0.3021100513415939,0.2233912501591459,0.212740521452665,ST/MT Ratio (Expanding EWM),66800.0,AMERICAN INTERNATIONAL GROUP INC,02687478,-0.008124,0.0072167980757207,0.0072960183846544,0.0073542418384036,0.0074228325822557,0.0074625160994859,0.0074721727002973,exact,0.0,-0.1105782653275519,-0.0638377249873377,0.9826865367246452,0.0247754768796853,2005-01-11 00:00:00,exact,0.0
VZ,2005-01-27,2004-12-28,Q1 2005,2005,Q1,1.2074172499916636,2004-12-29,2004-12-29,29,1.0358204791890464,0.168493,0.1745285,1.1092115462127554,0.1942291105373134,0.1608632894209971,0.1139768968554862,ST/MT Ratio (Expanding EWM),65875.0,VERIZON COMMUNICATIONS INC,92343V10,-0.000494,0.000494,0.000494,0.000494,0.000494,0.000494,0.000494,closest,5.0,-0.1579348690298192,-0.0508521948664793,1.069355054001822,0.0290165437766032,2004-12-29 00:00:00,exact,0.0
MRK,2005-01-25,2004-12-26,Q1 2005,2005,Q1,1.3553719025522,2004-12-27,2004-12-27,29,1.1051161254512676,0.217997,0.240912,0.937125735632332,0.5856371635932719,0.4320859555156058,0.4586815454182349,ST/MT Ratio (Expanding EWM),22752.0,MERCK & CO INC,58933Y10,,,,,,,,no_match,,-0.04721229253055,0.2690453930508045,0.930158087076801,0.1243454267433219,2004-12-27 00:00:00,exact,0.0
BRCM,2005-01-27,2004-12-28,Q1 2005,2005,Q1,0.9597932894385564,2004-12-29,2004-12-29,29,1.2008051507202873,0.356455,0.428033,1.0136439769434422,0.3095554422666477,0.3225230324830945,0.3340090654485982,ST/MT Ratio (Expanding EWM),85963.0,BROADCOM CORP,11132010,-0.009603,0.009603,0.009603,0.009603,0.009603,0.009603,0.009603,closest,5.0,-0.0995911940999364,0.0854818661436899,0.840856673688709,0.0983036634095006,2004-12-29 00:00:00,exact,0.0
SBUX,2005-01-26,2004-12-27,Q1 2005,2005,Q1,1.2340445727216256,2004-12-28,2004-12-28,29,1.1419124608859206,0.235529,0.2689535,1.0917794769040754,0.3169752166591906,0.2568588069392964,0.1686080011927305,ST/MT Ratio (Expanding EWM),77702.0,STARBUCKS CORP,85524410,,,,,,,,no_match,,-0.0976595296996837,-0.0512423470482125,0.9482077655422224,0.0194454168735906,2004-12-28 00:00:00,exact,0.0
CAT,2005-01-27,2004-12-28,Q1 2005,2005,Q1,1.3596019883959354,2004-12-29,2004-12-29,29,1.2445531848049345,0.1686995,0.2099555,1.1039333728438192,0.2992690316068904,0.2201151764715859,0.1539140229687514,ST/MT Ratio (Expanding EWM),18542.0,CATERPILLAR INC,14912310,-0.025023,0.025023,0.025023,0.025023,0.025023,0.025023,0.025023,closest,5.0,-0.0753787762591713,-0.0284894405572954,0.8462357166793314,0.0397547625253566,2004-12-29 00:00:00,exact,0.0
CVX,2005-01-28,2004-12-29,Q1 2005,2005,Q1,0.6401664973907952,2004-12-30,2004-12-30,29,1.1292897696266293,0.1618676666666666,0.1827955,1.1619246008443618,0.0986403834493395,0.1540855134584209,0.1794469998914877,ST/MT Ratio (Expanding EWM),14541.0,CHEVRONTEXACO CORP,16676410,-0.030661,0.030661,0.030661,0.030661,0.030661,0.030661,0.030661,closest,4.0,-0.1786762799838438,0.170055642297792,0.9805898991809748,0.1074506549026741,2004-12-30 00:00:00,exact,0.0
HAL,2005-01-28,2004-12-29,Q1 2005,2005,Q1,1.1804970380616708,2004-12-30,2004-12-30,29,1.177242491021874,0.24504,0.2884715,1.0578079764145742,0.3453390351411584,0.2925369772279915,0.2677439249264967,ST/MT Ratio (Expanding EWM),23819.0,HALLIBURTON CO,40621610,-0.031091,0.031091,0.031091,0.031091,0.031091,0.031091,0.031091,closest,4.0,-0.0351006842697006,0.0809149415021528,0.8866135607532466,0.0426123529869927,2004-12-30 00:00:00,exact,0.0
CMCSA,2005-02-03,2005-01-04,Q1 2005,2005,Q1,0.973316884348757,2005-01-05,2005-01-05,29,1.0674927678185009,0.219505,0.23432,1.020801555117378,0.1595268959597451,0.1639002657048162,0.1613818244998763,ST/MT Ratio (Expanding EWM),89525.0,COMCAST CORP NEW,20030N10,0.009366,0.0171299932565423,0.0171706203246554,0.0171976018809448,0.0172264786660258,0.0172417715851991,0.017245333627411,exact,0.0,-0.0923111628490984,0.0737152816941872,1.215751058858839,0.0738694633775771,2005-01-05 00:00:00,exact,0.0
COP,2005-01-26,2004-12-27,Q1 2005,2005,Q1,0.7330899110205823,2004-12-28,2004-12-28,29,1.069543656488946,0.1828995,0.195619,1.120505744994145,0.132229402365061,0.1803726942319746,0.2075413583841104,ST/MT Ratio (Expanding EWM),13928.0,CONOCOPHILLIPS,20825C10,,,,,,,,no_match,,-0.1309726909175381,-0.1232243351326238,1.182040698223734,-0.0134568555830486,2004-12-28 00:00:00,exact,0.0
HD,2005-02-22,2005-01-23,Q1 2005,2005,Q1,1.3381919618810143,2005-01-24,2005-01-24,29,1.0837602032317175,0.192096,0.208186,0.9754730203223546,0.200308367571794,0.1496858248126321,0.1203277688197399,ST/MT Ratio (Expanding EWM),66181.0,HOME DEPOT INC,43707610,-0.01247,0.0100646604128068,0.0099822780411952,0.009932910714156,0.0098902110035012,0.0098746415242145,0.0098719944376454,exact,0.0,-0.1317677022095957,0.054251573259825,1.123339336855016,0.0807093482471088,2005-01-24 00:00:00,exact,0.0
BIIB,2005-02-07,2005-01-08,Q1 2005,2005,Q1,0.9157886777470448,2005-01-07,2005-01-07,31,1.2140606308172617,0.274184,0.332876,0.9834680210765692,0.2179757435820769,0.2380196969876551,0.2394853108319877,ST/MT Ratio (Expanding EWM),76841.0,BIOGEN IDEC INC,09062X10,0.013806,0.01227329796699,0.0123286157179995,0.0123703452103027,0.012421020813875,0.0124512838361081,0.0124587731356151,exact,0.0,-0.2250772971512622,0.0397862696244705,1.180002337830706,0.1250693388207927,2005-01-07 00:00:00,exact,0.0
TWX,2005-02-04,2005-01-05,Q1 2005,2005,Q1,0.8905866828315823,2005-01-06,2005-01-06,29,1.130644787170659,0.219871,0.2485959999999999,1.1519842348464255,0.1196065274061098,0.1343008263112872,0.1427799094822631,ST/MT Ratio (Expanding EWM),77418.0,TIME WARNER INC NEW,88731730,0.001058,0.00928328856209,0.009347960974355,0.0093919087888909,0.0094401740944324,0.0094664535564287,0.0094726688053627,exact,0.0,-0.0298387580915946,0.091930038110971,1.107559079309689,0.0624085245765697,2005-01-06 00:00:00,exact,0.0
AXP,2005-01-24,2004-12-25,Q1 2005,2005,Q1,1.3168688374193118,2004-12-24,2004-12-23,31,1.0771322537112011,0.1482,0.159631,1.036631855794856,0.139656842247659,0.1060522037421332,0.0930261173653388,ST/MT Ratio (Expanding EWM),59176.0,AMERICAN EXPRESS CO,02581610,,,,,,,,no_match,,0.0874050504681464,0.0703265898545571,1.000152806152109,-0.0100024541830555,2004-12-23 00:00:00,exact,0.0
MXIM,2005-02-01,2005-01-02,Q1 2005,2005,Q1,1.098038776757213,2005-01-03,2005-01-03,29,1.0909118118510932,0.300698,0.328035,0.9042569827026248,0.2400905922312615,0.218654019615145,0.2106823749516287,ST/MT Ratio (Expanding EWM),11896.0,MAXIM INTEGRATED PRODUCTS INC,57772K10,-0.026421,0.026421,0.026421,0.026421,0.026421,0.026421,0.026421,exact,0.0,-0.0091406077840062,-0.1005346108449628,1.022649815393354,-0.0601157719168369,2005-01-03 00:00:00,exact,0.0
GDT,2005-01-27,2004-12-28,Q1 2005,2005,Q1,0.5029552894866851,2004-12-29,2004-12-29,29,0.9943625749728584,0.112374,0.1117404999999999,1.047414983562449,0.0933012731443548,0.1855060978473412,0.2705871068877937,ST/MT Ratio (Expanding EWM),81126.0,GUIDANT CORP,40169810,-0.00111,0.00111,0.00111,0.00111,0.00111,0.00111,0.00111,closest,5.0,-0.0697636381769222,-0.1377002094345265,0.4386655677059545,-0.065351303783984,2004-12-29 00:00:00,exact,0.0
CME,2005-02-01,2005-01-02,Q1 2005,2005,Q1,1.4620311898573173,2005-01-03,2005-01-03,29,1.1218994887041656,0.344419,0.3864035,1.0161374329165649,0.7075383657699877,0.4839420462972735,0.252974385739809,ST/MT Ratio (Expanding EWM),89626.0,CHICAGO MERCANTILE EXCH HLDG INC,12572Q10,-0.04718,0.04718,0.04718,0.04718,0.04718,0.04718,0.04718,exact,0.0,-0.0109976433621366,0.0577496923501762,0.9762844866960956,0.028694993707472,2005-01-03 00:00:00,exact,0.0
X,2005-01-24,2004-12-25,Q1 2005,2005,Q1,0.8610669458522761,2004-12-24,2004-12-23,31,1.1445168541164854,0.366587,0.419565,1.009984488777093,0.3296398909456592,0.3828272499989937,0.4166072892081255,ST/MT Ratio (Expanding EWM),76644.0,UNITED STATES STEEL CORP NEW,91290910,,,,,,,,no_match,,-0.062771932439482,0.0442002425457823,0.9039160858004074,0.0584988631877033,2004-12-23 00:00:00,exact,0.0
NEM,2005-02-24,2005-01-25,Q1 2005,2005,Q1,1.28218541550938,2005-01-26,2005-01-26,29,1.067741569908204,0.2426575,0.2590955,1.000138844649172,0.3313173719324256,0.2584005151866445,0.2151369967598858,ST/MT Ratio (Expanding EWM),21207.0,NEWMONT MINING CORP,65163910,0.010091,0.0129265642398902,0.0134709649083975,0.0140045685532812,0.0148111410748021,0.0153800825086038,0.0155311313041188,exact,0.0,0.0375116533913412,0.0685710079979062,0.9336713268025256,0.0072840537624814,2005-01-26 00:00:00,exact,0.0
DIS,2005-01-31,2005-01-01,Q1 2005,2005,Q1,1.041895420012401,2004-12-31,2004-12-31,31,1.2274193353547314,0.165562,0.203214,1.032220656633041,0.1372133859716113,0.1316959296835935,0.1174850538547522,ST/MT Ratio (Expanding EWM),26403.0,DISNEY WALT CO,25468710,0.001799,0.001799,0.001799,0.001799,0.001799,0.001799,0.001799,closest,3.0,0.1416611094610724,0.1527344253475823,0.8930521427105802,0.0175340104228691,2004-12-31 00:00:00,exact,0.0
PEP,2005-02-03,2005-01-04,Q1 2005,2005,Q1,1.1196830520763164,2005-01-05,2005-01-05,29,1.0578078078078077,0.157176,0.166262,0.966772872098316,0.1247054344246259,0.1113756559888754,0.0933274426091451,ST/MT Ratio (Expanding EWM),13856.0,PEPSICO INC,71344810,0.001163,0.0049474767182813,0.0049823843184641,0.0050076401645218,0.005037410007566,0.0050548557757305,0.0050591462190466,exact,0.0,-0.0586900575018062,-0.0615561911472297,1.121627459187944,-0.0086195142482823,2005-01-05 00:00:00,exact,0.0
LLY,2005-01-26,2004-12-27,Q1 2005,2005,Q1,1.073063399579259,2004-12-28,2004-12-28,29,1.0488805730134283,0.264287,0.2772055,1.3131096846119477,0.2024819118622806,0.1886951991295877,0.2149576581051283,ST/MT Ratio (Expanding EWM),50876.0,LILLY ELI & CO,53245710,,,,,,,,no_match,,-0.2587984624773815,-0.1135618203297038,0.9424916957490646,0.0703987577108828,2004-12-28 00:00:00,exact,0.0
VRSN,2005-01-26,2004-12-27,Q1 2005,2005,Q1,1.3767957291081234,2004-12-28,2004-12-28,29,1.050618898831534,0.432704,0.454607,1.0010341070242934,0.7684065277302641,0.5581122249907263,0.476756092811548,ST/MT Ratio (Expanding EWM),85753.0,VERISIGN INC,92343E10,,,,,,,,no_match,,-0.0992824203321133,0.1369697136804279,0.9847963035037064,0.1169147434499696,2004-12-28 00:00:00,exact,0.0
LMT,2005-01-27,2004-12-28,Q1 2005,2005,Q1,0.8740218674805553,2004-12-29,2004-12-29,29,0.996230533157965,0.209844,0.209053,1.030622418458909,0.1635632509222304,0.1871386254828107,0.1962785803306221,ST/MT Ratio (Expanding EWM),21178.0,LOCKHEED MARTIN CORP,53983010,-0.024122,0.024122,0.024122,0.024122,0.024122,0.024122,0.024122,closest,5.0,-0.3065999014940075,0.1078206032043422,1.315529863901285,0.2229418382820525,2004-12-29 00:00:00,exact,0.0
T,2005-01-26,2004-12-27,Q1 2005,2005,Q1,1.2967225728267688,2004-12-28,2004-12-28,29,0.9820739084897844,0.255884,0.251297,0.9798541040418158,0.2015204684470569,0.1554075425769413,0.1389634573964675,ST/MT Ratio (Expanding EWM),10401.0,A T & T CORP,00195750,,,,,,,,no_match,,0.1203348989177047,0.0338874140630316,1.187370279130216,-0.068171452209977,2004-12-28 00:00:00,exact,0.0
XMSR,2005-02-10,2005-01-11,Q1 2005,2005,Q1,1.0627419210503797,2005-01-12,2005-01-12,29,1.0995129848096177,0.4052234999999999,0.4455485,1.1056589344889114,0.3687419985147678,0.3469722904600538,0.3390416270277434,ST/MT Ratio (Expanding EWM),87357.0,X M SATELLITE RADIO HLDGS INC,98375910,0.003557,0.0221086833183876,0.0224611893553236,0.0227363737266322,0.0230855298845643,0.0233039415499231,0.0233593302736396,exact,0.0,-0.066826852063787,0.0657917732658764,1.102537645744008,0.0597908429932851,2005-01-12 00:00:00,exact,0.0
AET,2005-02-10,2005-01-11,Q1 2005,2005,Q1,1.0438330164603404,2005-01-12,2005-01-12,29,1.177211560956282,0.2464963333333333,0.2901783333333333,1.4890384938811447,0.2408828008979121,0.230767562530979,0.2293945862069558,ST/MT Ratio (Expanding EWM),88845.0,AETNA INC NEW,00817Y10,0.013808,0.0124600524374314,0.0125532707154941,0.0126324046345898,0.0127391692127782,0.0128088352303489,0.012826794614524,exact,0.0,-0.1873613351936336,0.0405231127071063,1.171204902696153,0.1147483255745163,2005-01-12 00:00:00,exact,0.0
BA,2005-02-02,2005-01-03,Q1 2005,2005,Q1,0.9880798810353792,2005-01-04,2005-01-04,29,1.0378043448902563,0.2184404999999999,0.2266985,1.065381247770515,0.1630330257653992,0.1649998435294137,0.1559906524452417,ST/MT Ratio (Expanding EWM),19561.0,BOEING CO,09702310,-0.019423,0.0176865762000537,0.0176479128358949,0.0176188080838598,0.0175831306675546,0.0175614607807691,0.0175560385143655,exact,0.0,-0.0810039143449229,0.1063965001151278,1.12025381758151,0.0861722805332602,2005-01-04 00:00:00,exact,0.0
NUE,2005-01-27,2004-12-28,Q1 2005,2005,Q1,0.4958947720646355,2004-12-29,2004-12-29,29,1.0882860288026146,0.352468,0.383586,1.0585086343604615,0.2855124920934676,0.575752171987515,0.7987090667943603,ST/MT Ratio (Expanding EWM),34817.0,NUCOR CORP,67034610,-0.03611,0.03611,0.03611,0.03611,0.03611,0.03611,0.03611,closest,5.0,-0.1197796333953476,0.0559021618425419,0.8501666885321477,0.0880354726757117,2004-12-29 00:00:00,exact,0.0
APOL,2005-03-29,2005-02-27,Q1 2005,2005,Q1,1.05188549131001,2005-02-28,2005-02-28,29,1.041084347807867,0.3340809999999999,0.3478065,1.0983203983283991,0.2339533913926219,0.2224133646916816,0.2121813755651798,ST/MT Ratio (Expanding EWM),81138.0,APOLLO GROUP INC,03760410,-0.018133,0.014164877706757,0.0145754135732895,0.0148153114125755,0.0149405617538136,0.0148965474211695,0.0148705815361313,exact,0.0,-0.1419587211172945,0.0509104233945446,1.013459738534464,0.0792365190005189,2005-02-28 00:00:00,exact,0.0
LOW,2005-02-23,2005-01-24,Q1 2005,2005,Q1,1.079887687739136,2005-01-25,2005-01-25,29,1.0303702148232432,0.204773,0.210992,0.9931903170576738,0.1310275836215525,0.1213344546004346,0.1233211789796228,ST/MT Ratio (Expanding EWM),61399.0,LOWES COMPANIES INC,54866110,0.010165,0.0112415733973749,0.0112661639527362,0.0112966172446204,0.0113484882928962,0.0113874872085706,0.0113980657521512,exact,0.0,-0.0957081742267966,-0.0091848505587573,0.9641284985497516,0.0369497913581908,2005-01-25 00:00:00,exact,0.0
BSX,2005-02-01,2005-01-02,Q1 2005,2005,Q1,1.2170906572711522,2005-01-03,2005-01-03,29,1.348559763700792,0.217013,0.292655,1.0004333414776945,0.2970861179558724,0.2440953072649258,0.2151258512418104,ST/MT Ratio (Expanding EWM),77605.0,BOSTON SCIENTIFIC CORP,10113710,-0.035443,0.035443,0.035443,0.035443,0.035443,0.035443,0.035443,exact,0.0,-0.0553783789798395,-0.0032936012722473,1.047653122713382,0.008731243310198,2005-01-03 00:00:00,exact,0.0
VLO,2005-02-01,2005-01-02,Q1 2005,2005,Q1,0.8598083202460866,2005-01-03,2005-01-03,29,1.085035623613015,0.325346,0.353012,1.030538859529859,0.4775299886049616,0.5553912161123159,0.675352857263263,ST/MT Ratio (Expanding EWM),85269.0,VALERO ENERGY CORP NEW,91913Y10,-0.051542,0.051542,0.051542,0.051542,0.051542,0.051542,0.051542,exact,0.0,-0.1078559501501109,0.0236180291943901,0.9599476400607964,0.0552514568666419,2005-01-03 00:00:00,exact,0.0
GILD,2005-01-27,2004-12-28,Q1 2005,2005,Q1,0.98679860494871,2004-12-29,2004-12-29,29,1.2117768248407856,0.298026,0.361141,0.9813752543779348,0.2163588443512355,0.2192532936976344,0.2519215737595629,ST/MT Ratio (Expanding EWM),77274.0,GILEAD SCIENCES INC,37555810,-0.007431,0.007431,0.007431,0.007431,0.007431,0.007431,0.007431,closest,5.0,-0.1474966868625636,0.0885276771923941,0.9650771818398232,0.1087951341031699,2004-12-29 00:00:00,exact,0.0
MCD,2005-01-28,2004-12-29,Q1 2005,2005,Q1,1.0847439861688133,2004-12-30,2004-12-30,29,1.1725020779362605,0.164827,0.19326,1.0002609476648217,0.1551205282579967,0.1430019711894084,0.1402479599562744,ST/MT Ratio (Expanding EWM),43449.0,MCDONALDS CORP,58013510,-0.007486,0.007486,0.007486,0.007486,0.007486,0.007486,0.007486,closest,4.0,-0.2322272641331064,0.5754986764983928,0.7677213036674151,0.4041118557127492,2004-12-30 00:00:00,exact,0.0
GD,2005-01-26,2004-12-27,Q1 2005,2005,Q1,1.1755039193330663,2004-12-28,2004-12-28,29,1.0859027360318638,0.1488835,0.161673,1.067216421043937,0.2044965424927392,0.1739650026932809,0.1627552155071435,ST/MT Ratio (Expanding EWM),12052.0,GENERAL DYNAMICS CORP,36955010,,,,,,,,no_match,,-0.0814155814108272,-0.0682245330679489,1.012404901636767,0.0033804276398928,2004-12-28 00:00:00,exact,0.0
HON,2005-01-28,2004-12-29,Q1 2005,2005,Q1,0.9150892052222726,2004-12-30,2004-12-30,29,1.298591410316501,0.162148,0.210564,0.7865840052002988,0.1440876433302786,0.1574574833884966,0.1738888566815998,ST/MT Ratio (Expanding EWM),10145.0,HONEYWELL INTERNATIONAL INC,43851610,-0.003106,0.003106,0.003106,0.003106,0.003106,0.003106,0.003106,closest,4.0,0.1016646864180496,-0.0196491765998491,0.8821818935922259,-0.1239198715046255,2004-12-30 00:00:00,exact,0.0
CL,2005-01-27,2004-12-28,Q1 2005,2005,Q1,1.11161778449501,2004-12-29,2004-12-29,29,1.188272510427695,0.156794,0.186314,0.944485271971568,0.294277031569255,0.2647286105654924,0.2829910544666751,ST/MT Ratio (Expanding EWM),18729.0,COLGATE PALMOLIVE CO,19416210,-0.022283,0.022283,0.022283,0.022283,0.022283,0.022283,0.022283,closest,5.0,0.1044065213249503,0.5082968164539163,0.923720930232558,0.1649022228474959,2004-12-29 00:00:00,exact,0.0
BMY,2005-01-27,2004-12-28,Q1 2005,2005,Q1,0.9856941223743312,2004-12-29,2004-12-29,29,1.0952857514025347,0.207838,0.227642,1.1015136418562252,0.1398635052992368,0.1418934151320035,0.1641405869843396,ST/MT Ratio (Expanding EWM),19393.0,BRISTOL MYERS SQUIBB CO,11012210,-0.007416,0.007416,0.007416,0.007416,0.007416,0.007416,0.007416,closest,5.0,0.1090225916613501,0.2012280932187492,0.9225942011109596,0.036461407610186,2004-12-29 00:00:00,exact,0.0
GIS,2005-03-22,2005-02-20,Q1 2005,2005,Q1,1.2919720329152649,2005-02-21,2005-02-22,29,0.920523430417918,0.162161,0.149273,0.984703667719213,0.2077460947538232,0.1607976716686779,0.1248410960102597,ST/MT Ratio (Expanding EWM),17144.0,GENERAL MILLS INC,37033410,-0.019134,0.0087797214454015,0.0083290908141485,0.0082031808250692,0.008433135652175,0.0087917148243524,0.0089034073377902,exact,0.0,0.1741145007307895,0.1903597972447678,1.010533659315312,-0.0051067068492478,2005-02-22 00:00:00,exact,0.0
KBH,2005-03-21,2005-02-19,Q1 2005,2005,Q1,0.946565516551138,2005-02-18,2005-02-18,31,1.0578155418559376,0.3287466666666666,0.3477533333333333,1.0913802935357777,0.2917784577047445,0.3082496167490391,0.2780847818903474,ST/MT Ratio (Expanding EWM),70092.0,K B HOME,48666K10,-0.006715,0.016133589880058,0.016802742977235,0.0173527134634038,0.0181036937142259,0.0186044943900151,0.0187344219287265,exact,0.0,-0.130143015801587,0.0029333466667275,0.8804902485261726,0.0673872431278356,2005-02-18 00:00:00,exact,0.0
APA,2005-01-27,2004-12-28,Q1 2005,2005,Q1,0.7136333408881689,2004-12-29,2004-12-29,29,1.157405884264627,0.249241,0.288473,0.9883260304934868,0.1715762911855919,0.2404263945572563,0.2802179561926953,ST/MT Ratio (Expanding EWM),39490.0,APACHE CORP,03743Q10,-0.045284,0.045284,0.045284,0.045284,0.045284,0.045284,0.045284,closest,5.0,-0.0229327427302503,0.1168237897421777,1.002247142625046,0.06357804648851,2004-12-29 00:00:00,exact,0.0
TOL,2005-02-23,2005-01-24,Q1 2005,2005,Q1,0.9929606894423788,2005-01-25,2005-01-25,29,1.0440181426128337,0.349674,0.365066,1.0005866042481597,0.3283608631457671,0.3306886834867211,0.3671997604443076,ST/MT Ratio (Expanding EWM),70228.0,TOLL BROTHERS INC,88947810,0.007471,0.0183364731832817,0.0189830654590958,0.0194057473575167,0.0198310138817326,0.0200334689499832,0.0200771955851072,exact,0.0,-0.1447612966489173,0.0622099586103099,1.038927347168442,0.1041276867612833,2005-01-25 00:00:00,exact,0.0
