ticker,season,year,quarter,earnings_date,analysis_date,revr,vol_st,vol_mt,normative_realized_vol,methodology
XLNX,Q1 2005,2005,Q1,2005-01-20,2004-12-21,1.0880041388146549,0.27299191450827226,0.2509107316500543,0.26966051455569107,ST/MT Ratio (Expanding EWM)
KO,Q1 2005,2005,Q1,2005-02-16,2005-01-17,1.1758333244624717,0.11961479163853615,0.10172767615105455,0.08148011548110556,ST/MT Ratio (Expanding EWM)
WFC,Q1 2005,2005,Q1,2005-01-18,2004-12-19,1.0857715507464871,0.08745412796769275,0.08054560640087365,0.070585926867733,ST/MT Ratio (Expanding EWM)
MDT,Q1 2005,2005,Q1,2005-02-16,2005-01-17,1.1339646885487695,0.23615787466152638,0.2082585789895782,0.19357716848757656,ST/MT Ratio (Expanding EWM)
JNPR,Q1 2005,2005,Q1,2005-01-18,2004-12-19,0.86172225175642,0.19579349474833962,0.22721183577337153,0.2739175693549487,ST/MT Ratio (Expanding EWM)
MXIM,Q1 2005,2005,Q1,2005-02-01,2005-01-02,1.098038776757213,0.24009059223126158,0.21865401961514508,0.21068237495162873,ST/MT Ratio (Expanding EWM)
FITB,Q1 2005,2005,Q1,2005-01-18,2004-12-19,1.1862072850572796,0.26211456880503153,0.22096860481882352,0.22322230694455827,ST/MT Ratio (Expanding EWM)
FDX,Q1 2005,2005,Q1,2005-03-17,2005-02-15,0.9855350047860172,0.13355293589018355,0.1355131327062107,0.14943552488741185,ST/MT Ratio (Expanding EWM)
WYE,Q1 2005,2005,Q1,2005-01-31,2005-01-01,1.3904057384378545,0.4436825819821931,0.31910295658062976,0.17508978488135146,ST/MT Ratio (Expanding EWM)
GDT,Q1 2005,2005,Q1,2005-01-27,2004-12-28,0.5029552894866851,0.09330127314435485,0.18550609784734123,0.27058710688779375,ST/MT Ratio (Expanding EWM)
HPQ,Q1 2005,2005,Q1,2005-02-16,2005-01-17,1.2071403502512252,0.31819180215398224,0.26359138942523247,0.16263387452877567,ST/MT Ratio (Expanding EWM)
CME,Q1 2005,2005,Q1,2005-02-01,2005-01-02,1.4620311898573173,0.7075383657699877,0.4839420462972735,0.25297438573980907,ST/MT Ratio (Expanding EWM)
X,Q1 2005,2005,Q1,2005-01-24,2004-12-25,0.8610669458522761,0.32963989094565926,0.3828272499989937,0.4166072892081255,ST/MT Ratio (Expanding EWM)
TGT,Q1 2005,2005,Q1,2005-02-17,2005-01-18,1.0826282583422304,0.21974924368178125,0.20297756130832134,0.19829626355447225,ST/MT Ratio (Expanding EWM)
NEM,Q1 2005,2005,Q1,2005-02-24,2005-01-25,1.2821854155093801,0.33131737193242566,0.2584005151866445,0.2151369967598858,ST/MT Ratio (Expanding EWM)
WWCA,Q1 2005,2005,Q1,2005-02-15,2005-01-16,0.5145704073551992,0.16766152220069502,0.32582814674952953,0.4757969691129153,ST/MT Ratio (Expanding EWM)
DIS,Q1 2005,2005,Q1,2005-01-31,2005-01-01,1.0418954200124013,0.1372133859716113,0.1316959296835935,0.11748505385475225,ST/MT Ratio (Expanding EWM)
PEP,Q1 2005,2005,Q1,2005-02-03,2005-01-04,1.1196830520763164,0.12470543442462592,0.11137565598887544,0.09332744260914518,ST/MT Ratio (Expanding EWM)
LLY,Q1 2005,2005,Q1,2005-01-26,2004-12-27,1.0730633995792587,0.2024819118622806,0.18869519912958774,0.21495765810512832,ST/MT Ratio (Expanding EWM)
VRSN,Q1 2005,2005,Q1,2005-01-26,2004-12-27,1.3767957291081234,0.7684065277302641,0.5581122249907263,0.47675609281154807,ST/MT Ratio (Expanding EWM)
ABT,Q1 2005,2005,Q1,2005-01-18,2004-12-19,0.9417677807102272,0.1709971331409292,0.18157037928391753,0.20680905119345275,ST/MT Ratio (Expanding EWM)
LMT,Q1 2005,2005,Q1,2005-01-27,2004-12-28,0.8740218674805553,0.16356325092223045,0.1871386254828107,0.19627858033062215,ST/MT Ratio (Expanding EWM)
LLTC,Q1 2005,2005,Q1,2005-01-18,2004-12-19,1.052979738451472,0.1738625224358542,0.16511478434669508,0.17548461742601448,ST/MT Ratio (Expanding EWM)
T,Q1 2005,2005,Q1,2005-01-26,2004-12-27,1.2967225728267688,0.20152046844705698,0.15540754257694134,0.13896345739646757,ST/MT Ratio (Expanding EWM)
XMSR,Q1 2005,2005,Q1,2005-02-10,2005-01-11,1.0627419210503795,0.36874199851476785,0.34697229046005384,0.33904162702774343,ST/MT Ratio (Expanding EWM)
AET,Q1 2005,2005,Q1,2005-02-10,2005-01-11,1.0438330164603404,0.2408828008979121,0.23076756253097908,0.2293945862069558,ST/MT Ratio (Expanding EWM)
BA,Q1 2005,2005,Q1,2005-02-02,2005-01-03,0.9880798810353791,0.16303302576539924,0.1649998435294137,0.1559906524452417,ST/MT Ratio (Expanding EWM)
NUE,Q1 2005,2005,Q1,2005-01-27,2004-12-28,0.49589477206463556,0.28551249209346763,0.575752171987515,0.7987090667943603,ST/MT Ratio (Expanding EWM)
NTAP,Q1 2005,2005,Q1,2005-02-15,2005-01-16,1.2051397122357526,0.5183626298962621,0.4301265858500385,0.42542116717190154,ST/MT Ratio (Expanding EWM)
APOL,Q1 2005,2005,Q1,2005-03-29,2005-02-27,1.05188549131001,0.23395339139262197,0.22241336469168163,0.2121813755651798,ST/MT Ratio (Expanding EWM)
QLGC,Q1 2005,2005,Q1,2005-01-19,2004-12-20,1.1636508506860221,0.4523327010711721,0.3887185755112907,0.31525309258259293,ST/MT Ratio (Expanding EWM)
KRB,Q1 2005,2005,Q1,2005-01-20,2004-12-21,1.0727119454954939,0.17991676937634832,0.16772141871995597,0.16410827344019183,ST/MT Ratio (Expanding EWM)
LOW,Q1 2005,2005,Q1,2005-02-23,2005-01-24,1.0798876877391361,0.13102758362155253,0.12133445460043461,0.1233211789796228,ST/MT Ratio (Expanding EWM)
BSX,Q1 2005,2005,Q1,2005-02-01,2005-01-02,1.2170906572711522,0.2970861179558724,0.24409530726492581,0.21512585124181047,ST/MT Ratio (Expanding EWM)
VLO,Q1 2005,2005,Q1,2005-02-01,2005-01-02,0.8598083202460866,0.4775299886049616,0.5553912161123159,0.675352857263263,ST/MT Ratio (Expanding EWM)
ADBE,Q1 2005,2005,Q1,2005-03-17,2005-02-15,1.267913080514411,0.3346739298298669,0.2639565242864162,0.2597373641572817,ST/MT Ratio (Expanding EWM)
ADSK,Q1 2005,2005,Q1,2005-02-22,2005-01-23,0.6324999884842917,0.5157845354009288,0.8154696360342124,1.0764281079983786,ST/MT Ratio (Expanding EWM)
GILD,Q1 2005,2005,Q1,2005-01-27,2004-12-28,0.9867986049487101,0.2163588443512355,0.21925329369763447,0.2519215737595629,ST/MT Ratio (Expanding EWM)
MCD,Q1 2005,2005,Q1,2005-01-28,2004-12-29,1.0847439861688133,0.15512052825799671,0.14300197118940844,0.14024795995627443,ST/MT Ratio (Expanding EWM)
GENZ,Q1 2005,2005,Q1,2005-02-17,2005-01-18,0.8343664936869567,0.16095694688728998,0.19290916893851073,0.20617356383209937,ST/MT Ratio (Expanding EWM)
USB,Q1 2005,2005,Q1,2005-01-18,2004-12-19,1.0010571251035374,0.13114174781651822,0.13100326098069026,0.11568899517089305,ST/MT Ratio (Expanding EWM)
GD,Q1 2005,2005,Q1,2005-01-26,2004-12-27,1.1755039193330665,0.20449654249273927,0.17396500269328097,0.16275521550714353,ST/MT Ratio (Expanding EWM)
HON,Q1 2005,2005,Q1,2005-01-28,2004-12-29,0.9150892052222726,0.1440876433302786,0.15745748338849666,0.17388885668159984,ST/MT Ratio (Expanding EWM)
CL,Q1 2005,2005,Q1,2005-01-27,2004-12-28,1.11161778449501,0.294277031569255,0.26472861056549246,0.2829910544666751,ST/MT Ratio (Expanding EWM)
BMY,Q1 2005,2005,Q1,2005-01-27,2004-12-28,0.9856941223743313,0.13986350529923688,0.14189341513200354,0.16414058698433961,ST/MT Ratio (Expanding EWM)
GIS,Q1 2005,2005,Q1,2005-03-22,2005-02-20,1.2919720329152649,0.2077460947538232,0.16079767166867798,0.12484109601025976,ST/MT Ratio (Expanding EWM)
KBH,Q1 2005,2005,Q1,2005-03-21,2005-02-19,0.946565516551138,0.29177845770474453,0.3082496167490391,0.2780847818903474,ST/MT Ratio (Expanding EWM)
COF,Q1 2005,2005,Q1,2005-01-19,2004-12-20,1.2828337487366077,0.19595090697765405,0.15274848137619962,0.13846021038981546,ST/MT Ratio (Expanding EWM)
APA,Q1 2005,2005,Q1,2005-01-27,2004-12-28,0.7136333408881689,0.17157629118559192,0.24042639455725637,0.28021795619269535,ST/MT Ratio (Expanding EWM)
TOL,Q1 2005,2005,Q1,2005-02-23,2005-01-24,0.9929606894423787,0.3283608631457671,0.3306886834867211,0.3671997604443076,ST/MT Ratio (Expanding EWM)
APC,Q1 2005,2005,Q1,2005-01-28,2004-12-29,0.5832182942451044,0.0990500763215591,0.1698336237030523,0.19189535300087798,ST/MT Ratio (Expanding EWM)
SGP,Q1 2005,2005,Q1,2005-01-25,2004-12-26,1.1803054458312539,0.2953327934244207,0.250217258987928,0.22263058519541,ST/MT Ratio (Expanding EWM)
ITW,Q1 2005,2005,Q1,2005-01-27,2004-12-28,1.11431011858431,0.11814270658601672,0.10602318386564835,0.09026695822692206,ST/MT Ratio (Expanding EWM)
F,Q1 2005,2005,Q1,2005-01-20,2004-12-21,1.0901585202123227,0.18078160186584857,0.16583056364191784,0.16342372274924588,ST/MT Ratio (Expanding EWM)
ADI,Q1 2005,2005,Q1,2005-02-10,2005-01-11,1.1721193265334164,0.2965009231558823,0.2529613806751178,0.22408070579936515,ST/MT Ratio (Expanding EWM)
NVDA,Q1 2005,2005,Q1,2005-02-17,2005-01-18,1.3387358554719648,0.6537810378494091,0.4883570087236677,0.36296294803355705,ST/MT Ratio (Expanding EWM)
OXY,Q1 2005,2005,Q1,2005-01-24,2004-12-25,0.823242341666381,0.16834970332586338,0.20449592398891348,0.24811078109608944,ST/MT Ratio (Expanding EWM)
SYK,Q1 2005,2005,Q1,2005-01-26,2004-12-27,1.1148610337446905,0.23339344242041196,0.20934756472425098,0.19546508083694547,ST/MT Ratio (Expanding EWM)
SEPR,Q1 2005,2005,Q1,2005-01-27,2004-12-28,0.7316056293241732,0.22784862584625168,0.3114364033211838,0.40509606211076027,ST/MT Ratio (Expanding EWM)
COST,Q1 2005,2005,Q1,2005-03-02,2005-01-31,1.162796194045995,0.18575912505817604,0.15975209242113175,0.14594079516964667,ST/MT Ratio (Expanding EWM)
CCU,Q1 2005,2005,Q1,2005-02-04,2005-01-05,0.8470412623077148,0.14391935850512183,0.169908320774152,0.1960808791290712,ST/MT Ratio (Expanding EWM)
ASKJ,Q1 2005,2005,Q1,2005-02-03,2005-01-04,0.9399932144071783,0.5860067470092686,0.6234159332510109,0.5506971323613555,ST/MT Ratio (Expanding EWM)
LEN,Q1 2005,2005,Q1,2005-03-22,2005-02-20,0.8190790258495044,0.2536059919838824,0.3096233501045348,0.312660271976198,ST/MT Ratio (Expanding EWM)
BAX,Q1 2005,2005,Q1,2005-01-27,2004-12-28,1.0152350891663373,0.15834325575508335,0.15596708333348416,0.14366103497375504,ST/MT Ratio (Expanding EWM)
DE,Q1 2005,2005,Q1,2005-02-15,2005-01-16,1.259181768688443,0.2773683935339272,0.220276691126836,0.19154941758988506,ST/MT Ratio (Expanding EWM)
KMG,Q1 2005,2005,Q1,2005-02-17,2005-01-18,0.22671656232973317,1.1342806310635751,5.003077937525775,7.686900224830306,ST/MT Ratio (Expanding EWM)
KSS,Q1 2005,2005,Q1,2005-02-24,2005-01-25,1.2589252660880919,0.29204569153266646,0.23198016546299968,0.20664049383266672,ST/MT Ratio (Expanding EWM)
STJ,Q1 2005,2005,Q1,2005-01-26,2004-12-27,0.6484705132230312,0.47678099712154154,0.7352392859805489,1.06037480918156,ST/MT Ratio (Expanding EWM)
SEBL,Q1 2005,2005,Q1,2005-01-27,2004-12-28,0.8781149414558478,0.30139607322017353,0.3432307765091456,0.3844878797908067,ST/MT Ratio (Expanding EWM)
BK,Q1 2005,2005,Q1,2005-01-19,2004-12-20,0.9158581288503349,0.09458616586652412,0.10327600191227972,0.11832383643097713,ST/MT Ratio (Expanding EWM)
ALL,Q1 2005,2005,Q1,2005-02-02,2005-01-03,1.0857258608528433,0.12605886746124365,0.11610561377088666,0.1153275396675477,ST/MT Ratio (Expanding EWM)
WM,Q1 2005,2005,Q1,2005-02-10,2005-01-11,0.8856543478427052,0.11556126512409487,0.13048122600603873,0.14923682640187283,ST/MT Ratio (Expanding EWM)
DVN,Q1 2005,2005,Q1,2005-02-02,2005-01-03,0.4492386203815853,0.28089452399587783,0.6252679784237712,0.922104149607634,ST/MT Ratio (Expanding EWM)
AVP,Q1 2005,2005,Q1,2005-02-01,2005-01-02,0.821662795033561,0.20753526462750022,0.2525796055047416,0.2732054745642457,ST/MT Ratio (Expanding EWM)
KMB,Q1 2005,2005,Q1,2005-01-24,2004-12-25,0.8793661477272942,0.1419955086317269,0.16147484071192839,0.18474375840017968,ST/MT Ratio (Expanding EWM)
BHI,Q1 2005,2005,Q1,2005-02-17,2005-01-18,0.9876911854763749,0.21192602575160707,0.21456709229352158,0.23309955905529617,ST/MT Ratio (Expanding EWM)
EOG,Q1 2005,2005,Q1,2005-02-02,2005-01-03,0.7455599192256118,0.1893601366248424,0.2539837935782874,0.33391362217021586,ST/MT Ratio (Expanding EWM)
GLW,Q1 2005,2005,Q1,2005-01-25,2004-12-26,1.1293399275689493,0.3425159871848786,0.3032886545702751,0.30902073168302935,ST/MT Ratio (Expanding EWM)
BZH,Q1 2005,2005,Q1,2005-01-27,2004-12-28,1.0509305981337906,0.3382319531630518,0.32184042767778714,0.3265328762759567,ST/MT Ratio (Expanding EWM)
PHM,Q1 2005,2005,Q1,2005-02-02,2005-01-03,1.1392281273846578,0.37605339773479884,0.33009490258821994,0.337659493108562,ST/MT Ratio (Expanding EWM)
CAH,Q1 2005,2005,Q1,2005-02-04,2005-01-05,0.996530711808531,0.300604375014837,0.30165088888158,0.35425583443702063,ST/MT Ratio (Expanding EWM)
IP,Q1 2005,2005,Q1,2005-02-03,2005-01-04,1.1822791717098025,0.19053206253804017,0.1611565754495144,0.13632561589251221,ST/MT Ratio (Expanding EWM)
MMC,Q1 2005,2005,Q1,2005-03-01,2005-01-30,1.149788264736876,0.298574317854538,0.25967765284407857,0.20228509293443778,ST/MT Ratio (Expanding EWM)
EXC,Q1 2005,2005,Q1,2005-01-25,2004-12-26,0.9642024376480419,0.16154601452793685,0.16754366948292782,0.19340849558798082,ST/MT Ratio (Expanding EWM)
STT,Q1 2005,2005,Q1,2005-01-18,2004-12-19,1.1634319010648124,0.17648266163818102,0.15169144105182097,0.15579063574265922,ST/MT Ratio (Expanding EWM)
PH,Q1 2005,2005,Q1,2005-01-18,2004-12-19,1.503428032590224,0.5269210514069758,0.35047973031283364,0.20232096092783916,ST/MT Ratio (Expanding EWM)
ACS,Q1 2005,2005,Q1,2005-01-20,2004-12-21,1.3616378192757967,0.32075749839945716,0.23556741290430364,0.18440853152181633,ST/MT Ratio (Expanding EWM)
LXK,Q1 2005,2005,Q1,2005-01-24,2004-12-25,1.0846784022858966,0.17320063000279518,0.1596792465285424,0.17055773565607849,ST/MT Ratio (Expanding EWM)
ROK,Q1 2005,2005,Q1,2005-01-26,2004-12-27,1.0515132206308884,0.3834862801918709,0.36469943759887896,0.20088407852080375,ST/MT Ratio (Expanding EWM)
EMR,Q1 2005,2005,Q1,2005-02-01,2005-01-02,1.1903181297893786,0.14733630698522224,0.12377893211732625,0.10425528499402606,ST/MT Ratio (Expanding EWM)
OMC,Q1 2005,2005,Q1,2005-02-22,2005-01-23,1.1892663510120356,0.17988945548664276,0.15126086375315453,0.14230824476285783,ST/MT Ratio (Expanding EWM)
NOC,Q1 2005,2005,Q1,2005-02-02,2005-01-03,0.9514404425423731,0.13936983215908383,0.14648298088598108,0.1760726014359607,ST/MT Ratio (Expanding EWM)
UNP,Q1 2005,2005,Q1,2005-01-24,2004-12-25,0.9746021165916852,0.16087261257524968,0.1650649119641181,0.18627987028999482,ST/MT Ratio (Expanding EWM)
ADP,Q1 2005,2005,Q1,2005-01-21,2004-12-22,1.0856906329947125,0.17883141058591645,0.1647167297489131,0.1598690418293766,ST/MT Ratio (Expanding EWM)
D,Q1 2005,2005,Q1,2005-01-27,2004-12-28,0.9594710065834935,0.10679350839148478,0.1113045706005829,0.13053884773050436,ST/MT Ratio (Expanding EWM)
HAR,Q1 2005,2005,Q1,2005-01-26,2004-12-27,1.175671051968206,0.34326689723193604,0.29197529075609074,0.2556086955327574,ST/MT Ratio (Expanding EWM)
PCAR,Q1 2005,2005,Q1,2005-02-01,2005-01-02,0.8499046582535927,0.13664665846362542,0.16077880870121444,0.1583991220269356,ST/MT Ratio (Expanding EWM)
CVS,Q1 2005,2005,Q1,2005-02-02,2005-01-03,1.2123405665200273,0.21047254805680432,0.17360843468346268,0.1314925544452131,ST/MT Ratio (Expanding EWM)
PNC,Q1 2005,2005,Q1,2005-01-21,2004-12-22,1.3533152182748578,0.17335738756409055,0.1280983064574404,0.09132937703637119,ST/MT Ratio (Expanding EWM)
FCX,Q1 2005,2005,Q1,2005-01-18,2004-12-19,0.9175458173544097,0.26309927710710357,0.2867423861902684,0.3429496110927181,ST/MT Ratio (Expanding EWM)
XTO,Q1 2005,2005,Q1,2005-02-09,2005-01-10,0.7132335520561182,0.18981898026700578,0.26613860175224985,0.34396733168422944,ST/MT Ratio (Expanding EWM)
ANF,Q1 2005,2005,Q1,2005-02-15,2005-01-16,1.0818482409150694,0.40740926739970823,0.3765863380755748,0.288867831100542,ST/MT Ratio (Expanding EWM)
HIG,Q1 2005,2005,Q1,2005-01-26,2004-12-27,1.0073171069698306,0.16236448652480415,0.16118507806664997,0.195817311255841,ST/MT Ratio (Expanding EWM)
OSIP,Q1 2005,2005,Q1,2005-02-07,2005-01-08,0.40201154629722496,0.32292106436637935,0.8032631583363267,1.1787801683658505,ST/MT Ratio (Expanding EWM)
ETN,Q1 2005,2005,Q1,2005-01-24,2004-12-25,1.1655330261656827,0.1701729787049478,0.14600442448617273,0.13211547940554555,ST/MT Ratio (Expanding EWM)
MFE,Q1 2005,2005,Q1,2005-03-31,2005-03-01,0.8621688406024756,0.29212495221296214,0.3388256898832344,0.4378544204231583,ST/MT Ratio (Expanding EWM)
PRU,Q1 2005,2005,Q1,2005-02-08,2005-01-09,1.037635453366022,0.16411924430097663,0.15816657359632852,0.1821879887088982,ST/MT Ratio (Expanding EWM)
MRO,Q1 2005,2005,Q1,2005-01-27,2004-12-28,0.8418291197338355,0.16171639950836625,0.19210121830841012,0.2138111957665145,ST/MT Ratio (Expanding EWM)
BDK,Q1 2005,2005,Q1,2005-01-26,2004-12-27,1.412501344315768,0.29960376393255167,0.2121086575515319,0.11659419034969119,ST/MT Ratio (Expanding EWM)
DHI,Q1 2005,2005,Q1,2005-01-20,2004-12-21,1.009178417388421,0.3467249031212624,0.343571460850824,0.36273978041477895,ST/MT Ratio (Expanding EWM)
NKE,Q1 2005,2005,Q1,2005-03-17,2005-02-15,1.0559211814489673,0.168567125254738,0.15963987484693226,0.17687277026478532,ST/MT Ratio (Expanding EWM)
MHS,Q1 2005,2005,Q1,2005-02-15,2005-01-16,0.9892127389958362,0.18242179815435042,0.18441108870022171,0.1920868033808063,ST/MT Ratio (Expanding EWM)
MCIP,Q1 2005,2005,Q1,2005-02-25,2005-01-26,1.1819613789751067,0.4052079646547413,0.34282673855731405,0.20291434937314465,ST/MT Ratio (Expanding EWM)
RYL,Q1 2005,2005,Q1,2005-01-18,2004-12-19,0.42935791834832354,0.37948175110968807,0.883835454973087,1.2960368190279021,ST/MT Ratio (Expanding EWM)
SGTL,Q1 2005,2005,Q1,2005-01-25,2004-12-26,1.3772459154896444,0.9565552043244726,0.6945420520520433,0.4889953090728897,ST/MT Ratio (Expanding EWM)
PHS,Q1 2005,2005,Q1,2005-02-03,2005-01-04,0.837719805275996,0.2586150675977747,0.3087130875610266,0.35670395122308024,ST/MT Ratio (Expanding EWM)
CTSH,Q1 2005,2005,Q1,2005-02-10,2005-01-11,1.5213174486605852,0.8458396955714191,0.5559915823723198,0.2997963210481009,ST/MT Ratio (Expanding EWM)
