date,secid,exdate,strike_price,cp_flag,best_bid,best_offer,open_interest,impl_volatility,delta,gamma,theta,vega,volume,tte,underlying_price,underlying_price_stock,mid_price,moneyness,bid_ask_spread,log_moneyness,earnings_date,days_to_earnings,ticker
2023-01-03,107525.0,2023-01-13,230.0,P,2.14,2.18,1615.0,0.373911,-0.240126,0.02101,-81.91015,12.33128,1302.0,10,2.16,239.58,2.16,1.0416521739130435,0.018691588785046745,0.04080808137998965,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-13,232.5,P,2.77,2.81,205.0,0.367175,-0.294768,0.023741,-88.92056,13.67762,641.0,10,2.79,239.58,2.79,1.030451612903226,0.014440433212996403,0.029997165275774097,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-13,235.0,P,3.55,3.6,1220.0,0.361455,-0.356488,0.026091,-94.2679,14.77445,483.0,10,3.575,239.58,3.575,1.0194893617021277,0.014084507042253596,0.019301876159026007,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-13,237.5,P,4.45,4.55,571.0,0.35454,-0.42349,0.027968,-96.65225,15.52006,655.0,10,4.5,239.58,4.5,1.008757894736842,0.02247191011235947,0.008719766828489028,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-13,240.0,P,5.6,5.65,1506.0,0.349503,-0.494793,0.028947,-96.50906,15.81138,1735.0,10,5.625,239.58,5.625,0.9982500000000001,0.008928571428571556,-0.0017515330388062655,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-13,242.5,P,6.8,6.9,181.0,0.33938,-0.569082,0.029444,-91.59539,15.57058,401.0,10,6.85,239.58,6.85,0.987958762886598,0.014705882352941256,-0.01211432007435286,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-13,245.0,P,8.25,8.4,1013.0,0.333324,-0.642832,0.028574,-84.61382,14.78505,384.0,10,8.325,239.58,8.325,0.9778775510204082,0.018181818181818226,-0.022370820241542005,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-13,247.5,P,9.9,10.0,46.0,0.324854,-0.715318,0.026842,-74.03679,13.42698,436.0,10,9.95,239.58,9.95,0.9680000000000001,0.010101010101010065,-0.03252319170555995,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-13,250.0,P,11.7,11.85,623.0,0.31785,-0.781934,0.024077,-61.8386,11.65161,1155.0,10,11.774999999999999,239.58,11.774999999999999,0.9583200000000001,0.012820512820512851,-0.042573527559061415,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-13,252.5,P,13.65,13.95,60.0,0.314603,-0.837977,0.020604,-49.93846,9.671928,209.0,10,13.8,239.58,13.8,0.9488316831683169,0.0219780219780219,-0.05252385841222949,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-13,255.0,P,15.75,16.05,336.0,0.304166,-0.891216,0.016815,-35.46285,7.315413,204.0,10,15.9,239.58,15.9,0.939529411764706,0.019047619047619094,-0.062376154855241124,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-13,257.5,P,18.05,18.3,95.0,0.301008,-0.928854,0.013168,-24.60455,5.308799,36.0,10,18.175,239.58,18.175,0.9304077669902913,0.013850415512465374,-0.07213232980060588,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-13,260.0,P,20.4,20.75,670.0,0.309021,-0.949962,0.010374,-18.49746,3.992864,89.0,10,20.575,239.58,20.575,0.9214615384615386,0.01715686274509811,-0.08179424071234268,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-13,262.5,P,22.65,23.3,47.0,0.304371,-0.97351,0.007608,-9.973097,2.294115,62.0,10,22.975,239.58,22.975,0.9126857142857143,0.028697571743929454,-0.09136369172849344,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-20,200.0,C,39.25,41.9,2070.0,0.535923,0.949019,0.003782,-38.72613,5.407551,24.0,17,40.575,239.58,40.575,1.1979,0.06751592356687894,0.18057002375514825,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-20,210.0,C,30.25,30.9,2647.0,0.415348,0.937732,0.005713,-36.12788,6.346317,24.0,17,30.575,239.58,30.575,1.140857142857143,0.021487603305785075,0.13177985958571642,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-20,217.5,C,22.75,23.8,24.0,0.351234,0.909574,0.008975,-39.64198,8.43224,3.0,17,23.275,239.58,23.275,1.1015172413793104,0.046153846153846184,0.09668853977444622,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-20,220.0,C,20.75,21.55,3666.0,0.358632,0.877868,0.010924,-47.96748,10.46839,17.0,17,21.15,239.58,21.15,1.089,0.03855421686746991,0.0852598439508234,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-20,222.5,C,18.25,19.7,54.0,0.353065,0.849244,0.012815,-53.30107,12.08987,20.0,17,18.975,239.58,18.975,1.0767640449438203,0.07945205479452051,0.0739602886968901,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-20,225.0,C,16.6,17.45,5005.0,0.358379,0.809069,0.014686,-61.27918,14.06925,8.0,17,17.025,239.58,17.025,1.0648,0.0512048192771083,0.06278698809876479,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-20,227.5,C,14.9,15.35,70.0,0.359101,0.767411,0.016454,-67.71302,15.79955,43.0,17,15.125,239.58,15.125,1.0530989010989011,0.030201342281879148,0.05173715191217989,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-20,230.0,C,13.1,13.3,11184.0,0.351625,0.725834,0.018322,-71.5063,17.22286,155.0,17,13.2,239.58,13.2,1.0416521739130435,0.015267175572519165,0.04080808137998965,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-20,232.5,C,11.2,11.5,10833.0,0.342619,0.680063,0.020179,-74.10617,18.48774,22.0,17,11.35,239.58,11.35,1.030451612903226,0.02678571428571435,0.029997165275774097,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-20,235.0,C,9.65,9.8,7315.0,0.339431,0.627658,0.021552,-76.94627,19.56271,362.0,17,9.725000000000001,239.58,9.725000000000001,1.0194893617021277,0.015544041450777238,0.019301876159026007,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-20,237.5,C,8.1,8.25,1746.0,0.333314,0.572711,0.022757,-77.77306,20.2834,357.0,17,8.175,239.58,8.175,1.008757894736842,0.018518518518518563,0.008719766828489028,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-20,240.0,C,6.7,6.8,19376.0,0.326547,0.514787,0.023604,-76.94573,20.61462,1221.0,17,6.75,239.58,6.75,0.9982500000000001,0.014925373134328304,-0.0017515330388062655,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-20,242.5,C,5.45,5.55,2609.0,0.321266,0.455078,0.023858,-74.85312,20.49542,1250.0,17,5.5,239.58,5.5,0.987958762886598,0.018348623853210944,-0.01211432007435286,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-20,245.0,C,4.35,4.45,16757.0,0.31602,0.395065,0.02356,-71.17439,19.90358,4295.0,17,4.4,239.58,4.4,0.9778775510204082,0.02298850574712656,-0.022370820241542005,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-20,247.5,C,3.4,3.5,1981.0,0.310825,0.336131,0.022694,-66.03743,18.86716,815.0,17,3.45,239.58,3.45,0.9680000000000001,0.02941176470588238,-0.03252319170555995,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-20,250.0,C,2.63,2.67,28041.0,0.305897,0.279907,0.021277,-59.74205,17.40563,1983.0,17,2.65,239.58,2.65,0.9583200000000001,0.015209125475285185,-0.042573527559061415,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-20,252.5,C,1.99,2.02,2033.0,0.302064,0.228464,0.019367,-52.84403,15.63572,648.0,17,2.005,239.58,2.005,0.9488316831683169,0.015075376884422124,-0.05252385841222949,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-20,255.0,C,1.48,1.52,18630.0,0.299525,0.183196,0.017131,-45.82175,13.71102,1511.0,17,1.5,239.58,1.5,0.939529411764706,0.027027027027027053,-0.062376154855241124,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-20,257.5,C,1.09,1.12,939.0,0.297466,0.144127,0.014761,-38.8366,11.7261,259.0,17,1.105,239.58,1.105,0.9304077669902913,0.027522935779816536,-0.07213232980060588,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-20,260.0,C,0.8,0.83,24829.0,0.297129,0.112382,0.012431,-32.55139,9.879889,980.0,17,0.815,239.58,0.815,0.9214615384615386,0.037499999999999895,-0.08179424071234268,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-20,262.5,C,0.58,0.61,609.0,0.297156,0.086414,0.010257,-26.80579,8.14941,132.0,17,0.595,239.58,0.595,0.9126857142857143,0.05172413793103453,-0.09136369172849344,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-20,265.0,C,0.44,0.45,19888.0,0.299669,0.067086,0.00839,-22.25495,6.707304,412.0,17,0.445,239.58,0.445,0.9040754716981133,0.02272727272727275,-0.10084243568303713,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-20,267.5,C,0.32,0.33,1413.0,0.30108,0.051007,0.006735,-18.00148,5.424075,119.0,17,0.325,239.58,0.325,0.8956261682242991,0.03125000000000003,-0.11023217603287627,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-20,270.0,C,0.23,0.25,22052.0,0.303566,0.038919,0.005373,-14.57632,4.362404,1942.0,17,0.24,239.58,0.24,0.8873333333333334,0.08695652173913039,-0.1195345686951897,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-20,272.5,C,0.18,0.19,259.0,0.308498,0.030553,0.004335,-12.12738,3.570633,51.0,17,0.185,239.58,0.185,0.8791926605504587,0.05555555555555561,-0.12875122380011378,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-20,275.0,C,0.14,0.15,13092.0,0.314086,0.024253,0.003511,-10.17038,2.947605,622.0,17,0.14500000000000002,239.58,0.14500000000000002,0.8712000000000001,0.07142857142857129,-0.13788370736338623,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-20,280.0,C,0.09,0.1,13088.0,0.327623,0.016032,0.002369,-7.449906,2.075954,331.0,17,0.095,239.58,0.095,0.8556428571428571,0.11111111111111122,-0.15590221286606465,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-20,285.0,C,0.06,0.07,7062.0,0.341898,0.010975,0.001637,-5.595746,1.494572,106.0,17,0.065,239.58,0.065,0.8406315789473685,0.16666666666666682,-0.17360178996546546,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-20,290.0,C,0.04,0.05,6615.0,0.355451,0.007597,0.001141,-4.209334,1.086283,46.0,17,0.045,239.58,0.045,0.8261379310344829,0.25000000000000006,-0.19099353267733465,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-20,295.0,C,0.03,0.04,3982.0,0.372673,0.005793,0.000856,-3.468151,0.85332,28.0,17,0.035,239.58,0.035,0.812135593220339,0.3333333333333334,-0.20808796603663482,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-20,200.0,P,0.19,0.21,20697.0,0.434088,-0.023062,0.002437,-12.94916,2.822273,6046.0,17,0.2,239.58,0.2,1.1979,0.1052631578947368,0.18057002375514825,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-20,205.0,P,0.3,0.32,5329.0,0.414502,-0.035327,0.003638,-17.5851,4.027369,75.0,17,0.31,239.58,0.31,1.1686829268292684,0.06666666666666674,0.1558774111647769,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-20,210.0,P,0.47,0.49,15453.0,0.395151,-0.053808,0.005359,-23.47447,5.641892,324.0,17,0.48,239.58,0.48,1.140857142857143,0.04255319148936174,0.13177985958571642,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-20,212.5,P,0.59,0.62,1005.0,0.386746,-0.06679,0.006485,-27.16563,6.702307,216.0,17,0.605,239.58,0.605,1.127435294117647,0.05084745762711869,0.11994540193871346,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-20,215.0,P,0.76,0.78,12216.0,0.379568,-0.083188,0.007813,-31.46798,7.923733,1105.0,17,0.77,239.58,0.77,1.114325581395349,0.026315789473684233,0.10824936217552229,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-20,217.5,P,0.95,0.98,889.0,0.371259,-0.102308,0.00931,-35.797,9.212237,213.0,17,0.965,239.58,0.965,1.1015172413793104,0.03157894736842108,0.09668853977444622,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-20,220.0,P,1.21,1.23,22086.0,0.36437,-0.125996,0.011007,-40.66904,10.70632,1776.0,17,1.22,239.58,1.22,1.089,0.016528925619834725,0.0852598439508234,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-20,222.5,P,1.53,1.56,773.0,0.358343,-0.15456,0.012862,-45.83924,12.29177,152.0,17,1.545,239.58,1.545,1.0767640449438203,0.01960784313725492,0.0739602886968901,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-20,225.0,P,1.92,1.95,12929.0,0.351765,-0.187507,0.014831,-50.77541,13.91096,674.0,17,1.935,239.58,1.935,1.0648,0.015625000000000014,0.06278698809876479,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-20,227.5,P,2.39,2.43,1092.0,0.345398,-0.225555,0.016864,-55.45743,15.52879,776.0,17,2.41,239.58,2.41,1.0530989010989011,0.01673640167364018,0.05173715191217989,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-20,230.0,P,2.97,3.05,20123.0,0.340696,-0.269651,0.018821,-59.96376,17.07502,1719.0,17,3.01,239.58,3.01,1.0416521739130435,0.02693602693602681,0.04080808137998965,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-20,232.5,P,3.65,3.7,870.0,0.333363,-0.317409,0.020762,-62.99733,18.41437,379.0,17,3.675,239.58,3.675,1.030451612903226,0.013698630136986375,0.029997165275774097,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-20,235.0,P,4.45,4.55,14583.0,0.32817,-0.370831,0.02239,-65.42912,19.52436,1010.0,17,4.5,239.58,4.5,1.0194893617021277,0.02247191011235947,0.019301876159026007,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-20,237.5,P,5.4,5.5,1539.0,0.322433,-0.428065,0.023707,-66.36757,20.27565,941.0,17,5.45,239.58,5.45,1.008757894736842,0.01851851851851845,0.008719766828489028,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-20,240.0,P,6.5,6.6,20389.0,0.316965,-0.488468,0.02456,-65.82003,20.59968,1686.0,17,6.55,239.58,6.55,0.9982500000000001,0.01538461538461533,-0.0017515330388062655,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-20,242.5,P,7.7,7.85,1435.0,0.310207,-0.5511,0.024983,-63.3458,20.43265,822.0,17,7.775,239.58,7.775,0.987958762886598,0.01948051948051941,-0.01211432007435286,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-20,245.0,P,9.1,9.3,15165.0,0.305576,-0.61381,0.024639,-59.714,19.72916,3705.0,17,9.2,239.58,9.2,0.9778775510204082,0.021978021978022098,-0.022370820241542005,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-20,247.5,P,10.65,10.85,236.0,0.299312,-0.676311,0.023793,-54.19212,18.51198,86.0,17,10.75,239.58,10.75,0.9680000000000001,0.018779342723004626,-0.03252319170555995,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-20,250.0,P,12.35,12.6,22916.0,0.294096,-0.735674,0.022279,-47.67557,16.82345,1146.0,17,12.475,239.58,12.475,0.9583200000000001,0.020242914979757085,-0.042573527559061415,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-20,252.5,P,14.25,14.45,25.0,0.289118,-0.790768,0.020254,-40.35325,14.80747,21.0,17,14.35,239.58,14.35,0.9488316831683169,0.014035087719298196,-0.05252385841222949,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-20,255.0,P,15.8,16.6,15755.0,0.270906,-0.85394,0.017942,-28.8682,11.71999,41.0,17,16.200000000000003,239.58,16.200000000000003,0.939529411764706,0.050632911392405104,-0.062376154855241124,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-20,260.0,P,20.55,21.2,13373.0,0.292454,-0.904155,0.013039,-22.40879,8.656363,45.0,17,20.875,239.58,20.875,0.9214615384615386,0.03163017031630163,-0.08179424071234268,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-20,275.0,P,34.8,36.05,1431.0,0.31782,-0.993908,0.004006,-0.558171,1.147098,480.0,17,35.425,239.58,35.425,0.8712000000000001,0.03591954022988506,-0.13788370736338623,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-20,285.0,P,44.55,46.45,512.0,0.430256,-0.97695,0.00391,-9.4765,2.818099,460.0,17,45.5,239.58,45.5,0.8406315789473685,0.042648709315376114,-0.17360178996546546,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-27,230.0,C,14.95,15.4,307.0,0.383365,0.688399,0.015008,-69.41113,21.72314,248.0,24,15.175,239.58,15.175,1.0416521739130435,0.03010033444816061,0.04080808137998965,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-27,235.0,C,11.7,12.05,312.0,0.372731,0.609368,0.016758,-72.28918,23.58178,14.0,24,11.875,239.58,11.875,1.0194893617021277,0.029914529914530037,0.019301876159026007,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-27,240.0,C,8.9,9.2,757.0,0.36497,0.522614,0.017758,-72.62298,24.4712,419.0,24,9.05,239.58,9.05,0.9982500000000001,0.03370786516853921,-0.0017515330388062655,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-27,245.0,C,6.45,6.7,626.0,0.353686,0.431862,0.018087,-68.88777,24.1528,148.0,24,6.575,239.58,6.575,0.9778775510204082,0.03875968992248062,-0.022370820241542005,2023-01-24,21,MSFT
2023-01-03,107525.0,2023-01-27,250.0,C,4.5,4.75,830.0,0.345608,0.34251,0.017302,-62.46858,22.58065,341.0,24,4.625,239.58,4.625,0.9583200000000001,0.05555555555555555,-0.042573527559061415,2023-01-24,21,MSFT
